pitch_type,game_date,release_speed,release_pos_x,release_pos_y,release_pos_z,pitcher,batter,events,description,zone,stand,p_throws,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name,spin_axis,at_bat_number,pitch_number,inning,outs_when_up,type,season
CU,2024-04-01,80.5,1.95,50.3,5.88,554430,500045,,ball,5,L,R,1,0,5.53,-7.17,-0.15,2.11,0.79,-132.17,1.58,-0.03,20.0,32.21,76.5,2910,6.1,Curveball,32,10,1,2,2,B,2024
SL,2024-04-01,85.9,2.01,50.02,5.78,554430,500046,,ball,12,L,R,0,1,0.96,1.45,1.1,1.98,3.22,-139.16,-2.95,-0.0,20.0,32.17,81.7,2739,6.2,Slider,33,10,2,2,2,B,2024
CH,2024-04-01,86.8,2.24,49.58,5.84,554430,500047,,foul,6,R,R,3,2,-11.95,2.67,-0.08,2.15,0.88,-144.93,-3.63,0.06,20.0,32.16,82.5,1651,6.0,Changeup,228,10,3,2,2,S,2024
FF,2024-04-01,98.2,2.21,49.96,5.79,554430,500048,,called_strike,1,L,R,3,1,-7.74,16.3,0.18,2.92,-2.07,-128.4,5.65,0.04,20.0,32.1,93.3,2291,6.3,4-Seam Fastball,204,10,4,2,2,S,2024
FF,2024-04-01,96.1,2.05,49.99,5.99,554430,500049,,ball,5,L,R,1,2,-9.52,14.06,0.49,1.52,11.05,-117.61,-5.39,0.05,20.0,32.11,91.3,2412,6.2,4-Seam Fastball,214,10,5,2,2,B,2024
SL,2024-04-01,82.2,2.22,50.44,5.65,554430,500050,,called_strike,6,R,R,1,2,2.38,2.01,-0.03,2.42,0.6,-132.57,0.8,-0.01,20.0,32.16,78.1,2598,5.9,Slider,31,10,6,2,1,S,2024
SL,2024-04-01,84.4,2.03,49.7,5.9,554430,500051,,called_strike,8,R,R,1,1,-0.43,3.36,-0.02,1.75,5.34,-137.2,0.98,0.0,20.0,32.16,80.2,2805,6.3,Slider,62,10,7,2,0,S,2024
SL,2024-04-01,81.1,2.32,50.21,5.73,554430,500052,,ball,13,R,R,2,1,1.76,3.71,1.07,2.28,4.35,-116.61,-0.36,-0.01,20.0,32.16,77.0,2642,6.1,Slider,46,10,8,2,0,B,2024
SL,2024-04-01,85.6,2.15,49.77,5.95,554430,500053,,foul_tip,12,R,R,0,2,-0.08,2.9,1.35,2.32,0.11,-129.73,-3.1,0.0,20.0,32.16,81.3,2840,6.2,Slider,43,11,1,2,2,S,2024
SL,2024-04-01,86.4,2.11,49.9,5.92,554430,500054,strikeout,swinging_strike,6,R,R,1,2,3.68,0.26,0.16,3.03,9.04,-134.19,1.23,-0.02,20.0,32.17,82.1,2643,5.9,Slider,52,11,2,2,0,S,2024
FF,2024-04-01,95.8,1.99,50.25,5.95,554430,500055,,swinging_strike,7,L,R,3,0,-8.7,16.17,-0.82,2.7,2.9,-127.74,2.6,0.04,20.0,32.1,91.0,2267,6.5,4-Seam Fastball,216,12,1,2,0,S,2024
FF,2024-04-01,96.9,2.12,50.1,5.88,554430,500056,field_out,hit_into_play,13,R,R,0,1,-4.82,16.15,1.13,3.83,-5.56,-137.53,2.16,0.02,20.0,32.1,92.0,2286,6.3,4-Seam Fastball,209,12,2,2,2,X,2024
SL,2024-04-01,85.6,1.98,50.34,5.68,554430,500057,,ball,4,L,R,1,1,2.89,3.49,0.14,2.58,-3.88,-127.79,-1.98,-0.01,20.0,32.16,81.4,2741,6.1,Slider,47,13,1,3,0,B,2024
CU,2024-04-01,81.5,1.68,50.13,5.89,554430,500058,,ball,11,R,R,1,0,5.12,-9.36,1.59,2.78,4.7,-144.94,3.4,-0.02,20.0,32.22,77.5,2744,6.1,Curveball,42,13,2,3,2,B,2024
FF,2024-04-01,94.6,2.32,50.24,5.94,554430,500059,,called_strike,13,L,R,3,1,-7.32,13.13,1.59,2.6,-0.01,-128.78,-7.34,0.04,20.0,32.11,89.9,2429,6.2,4-Seam Fastball,197,13,3,3,2,S,2024
SL,2024-04-01,87.9,2.3,49.38,5.66,554430,500060,,called_strike,1,R,R,2,0,1.75,-1.06,-0.35,2.59,-0.69,-121.05,4.64,-0.01,20.0,32.18,83.5,2725,6.3,Slider,61,13,4,3,2,S,2024
CU,2024-04-01,79.8,1.97,49.76,5.91,554430,500061,,foul,3,R,R,0,2,3.81,-7.19,-0.67,2.98,6.88,-106.65,-1.92,-0.02,20.0,32.21,75.8,2918,6.4,Curveball,55,13,5,3,1,S,2024
SL,2024-04-01,84.1,2.19,49.96,5.9,554430,500062,field_out,hit_into_play,5,R,R,3,0,1.2,2.63,0.69,3.28,2.48,-129.96,-3.27,-0.01,20.0,32.16,79.9,2548,6.1,Slider,36,13,6,3,2,X,2024
SL,2024-04-01,81.3,2.27,50.5,5.99,554430,500063,,called_strike,4,L,R,1,0,-0.1,1.04,-0.21,1.97,-2.71,-133.77,-1.31,0.0,20.0,32.17,77.3,2494,6.3,Slider,48,14,1,3,0,S,2024
FF,2024-04-01,94.0,2.01,50.27,5.9,554430,500064,single,hit_into_play,11,R,R,1,2,-8.38,16.03,0.85,3.31,-5.71,-131.85,8.41,0.04,20.0,32.1,89.3,2430,6.1,4-Seam Fastball,223,14,2,3,0,X,2024
CU,2024-04-01,76.9,1.79,50.39,5.7,554430,500065,,ball,6,L,R,0,0,5.21,-8.17,0.22,2.6,-1.87,-127.02,-8.91,-0.02,20.0,32.21,73.0,2743,6.3,Curveball,0,15,1,3,0,B,2024
FF,2024-04-01,93.2,1.89,50.25,5.73,554430,500066,field_out,hit_into_play,13,R,R,2,0,-7.05,17.89,1.14,2.19,-8.34,-127.64,-2.09,0.03,20.0,32.09,88.5,2305,5.7,4-Seam Fastball,207,15,2,3,0,X,2024
FF,2024-04-01,98.9,2.26,49.73,6.12,554430,500067,,foul,2,L,R,1,1,-9.0,15.48,0.03,2.89,1.26,-126.12,-2.37,0.04,20.0,32.1,94.0,2353,6.0,4-Seam Fastball,209,16,1,3,1,S,2024
CH,2024-04-01,87.4,2.22,50.13,5.65,554430,500068,,ball,11,L,R,1,0,-15.64,4.51,1.69,2.68,0.05,-119.97,10.27,0.08,20.0,32.15,83.0,1609,6.0,Changeup,229,16,2,3,0,B,2024
FF,2024-04-01,96.9,2.47,49.74,6.12,554430,500069,,ball,3,R,R,2,1,-7.68,15.0,0.38,2.44,-5.9,-140.33,2.98,0.04,20.0,32.1,92.0,2362,6.5,4-Seam Fastball,222,16,3,3,2,B,2024
FF,2024-04-01,94.9,2.56,50.25,5.89,554430,500070,,ball,13,R,R,1,1,-10.04,19.62,1.06,2.27,11.82,-136.05,2.77,0.05,20.0,32.08,90.1,2287,6.3,4-Seam Fastball,199,16,4,3,2,B,2024
SL,2024-04-01,84.0,2.22,50.6,5.99,554430,500071,strikeout,swinging_strike,11,L,R,3,2,-4.02,2.34,1.09,2.27,3.0,-130.38,0.96,0.02,20.0,32.16,79.8,2833,6.0,Slider,48,16,5,3,0,S,2024
SL,2024-04-01,84.5,2.19,49.96,5.82,554430,500072,,ball,6,R,R,2,2,1.77,1.28,-0.6,2.79,-0.63,-125.02,-1.44,-0.01,20.0,32.17,80.3,2657,6.2,Slider,39,17,1,3,1,B,2024
SL,2024-04-01,85.6,2.14,50.41,5.95,554430,500073,,foul,9,R,R,3,0,1.91,2.46,0.12,2.56,5.33,-132.44,2.31,-0.01,20.0,32.16,81.3,2479,6.0,Slider,50,17,2,3,1,S,2024
SL,2024-04-01,85.7,1.84,49.73,5.7,554430,500074,field_out,hit_into_play,3,L,R,3,1,1.59,3.17,-0.64,1.75,4.27,-128.23,7.18,-0.01,20.0,32.16,81.4,2835,6.4,Slider,49,17,3,3,0,X,2024
FF,2024-04-01,96.3,2.23,49.72,5.87,554430,500075,single,hit_into_play,8,R,R,0,2,-8.43,15.22,-0.27,3.26,3.29,-129.61,3.44,0.04,20.0,32.1,91.5,2296,5.9,4-Seam Fastball,215,18,1,3,1,X,2024
SI,2024-04-01,96.6,2.17,50.08,5.58,554430,500076,,ball,11,L,R,2,1,-15.29,10.33,-0.99,1.77,-0.26,-151.99,-4.06,0.07,20.0,32.12,91.7,2071,6.2,Sinker,223,19,1,4,2,B,2024
SI,2024-04-01,96.5,2.5,50.47,5.73,554430,500077,,ball,12,R,R,0,0,-14.95,7.68,-1.36,1.69,2.19,-120.38,2.47,0.07,20.0,32.14,91.6,2284,6.0,Sinker,209,19,2,4,1,B,2024
FF,2024-04-01,95.7,2.49,50.22,5.8,554430,500078,,swinging_strike,5,R,R,1,1,-6.89,12.69,-0.18,2.45,5.31,-138.75,0.68,0.03,20.0,32.11,90.9,2414,6.3,4-Seam Fastball,223,19,3,4,1,S,2024
SI,2024-04-01,96.1,2.23,49.9,5.81,554430,500079,,ball,13,L,R,2,1,-14.7,9.79,-0.99,2.74,6.17,-143.15,3.75,0.07,20.0,32.13,91.3,2079,6.4,Sinker,230,19,4,4,2,B,2024
SL,2024-04-01,86.2,2.34,49.81,5.72,554430,500080,double,hit_into_play,5,L,R,0,2,2.87,2.2,0.05,2.56,1.67,-132.46,2.92,-0.01,20.0,32.16,81.9,2367,6.1,Slider,66,19,5,4,0,X,2024
FF,2024-04-01,95.5,2.13,49.68,5.68,554430,500081,,ball,8,R,R,2,2,-4.17,16.53,-0.01,2.04,3.17,-137.1,-0.77,0.02,20.0,32.09,90.8,2340,6.2,4-Seam Fastball,224,20,1,4,1,B,2024
FF,2024-04-01,93.7,2.04,50.1,5.73,554430,500082,,ball,3,L,R,0,0,-6.42,18.0,-0.0,1.72,3.56,-115.24,10.28,0.03,20.0,32.09,89.0,2586,6.2,4-Seam Fastball,220,20,2,4,0,B,2024
FF,2024-04-01,95.4,2.16,49.57,5.9,554430,500083,,swinging_strike,12,R,R,2,0,-10.52,14.66,-2.48,2.36,2.99,-129.37,1.93,0.05,20.0,32.1,90.7,2391,6.2,4-Seam Fastball,217,20,3,4,1,S,2024
SL,2024-04-01,87.3,1.94,50.1,5.84,554430,500084,,ball,8,L,R,1,1,1.58,0.02,0.39,2.99,-8.06,-124.76,-0.56,-0.01,20.0,32.17,82.9,2647,6.1,Slider,23,20,4,4,0,B,2024
CU,2024-04-01,81.5,2.09,50.01,5.85,554430,500085,,ball,5,R,R,1,1,6.47,-9.11,-0.48,3.17,1.62,-134.51,-5.96,-0.03,20.0,32.22,77.5,2751,5.9,Curveball,37,20,5,4,1,B,2024
SL,2024-04-01,83.9,2.22,50.46,5.74,554430,500086,,foul,5,L,R,1,0,0.8,1.64,-0.2,2.4,0.65,-139.4,-5.83,-0.0,20.0,32.17,79.7,2802,6.2,Slider,65,20,6,4,2,S,2024
SI,2024-04-01,95.5,2.37,49.3,5.89,554430,500087,,foul,12,L,R,1,0,-13.34,6.38,1.15,1.25,-0.91,-123.46,8.38,0.06,20.0,32.14,90.7,2086,6.5,Sinker,206,20,7,4,0,S,2024
CH,2024-04-01,86.3,2.02,50.03,5.87,554430,500088,,foul,14,R,R,1,0,-12.58,2.65,1.61,2.56,-0.06,-119.06,2.89,0.06,20.0,32.16,82.0,1722,6.3,Changeup,246,20,8,4,0,S,2024
FF,2024-04-01,99.5,2.19,50.42,5.97,554430,500089,strikeout,swinging_strike,13,R,R,2,2,-6.85,13.24,2.14,3.22,-4.41,-117.58,-3.57,0.03,20.0,32.11,94.5,2181,6.6,4-Seam Fastball,201,21,1,4,2,S,2024
CU,2024-04-06,80.1,1.97,49.68,5.98,554430,500090,,ball,12,L,R,1,1,4.06,-10.24,0.89,1.73,1.04,-134.99,3.08,-0.02,20.0,32.22,76.1,2699,6.0,Curveball,16,22,1,4,0,B,2024
CU,2024-04-06,81.1,1.93,50.25,5.92,554430,500091,,called_strike,6,L,R,3,2,3.71,-9.64,0.72,2.24,0.57,-137.77,-0.87,-0.02,20.0,32.22,77.0,2737,6.4,Curveball,23,22,2,4,0,S,2024
SI,2024-04-06,94.3,2.29,49.77,5.61,554430,500092,,ball,5,L,R,3,2,-14.42,10.15,0.19,2.91,-6.06,-124.03,3.94,0.07,20.0,32.13,89.6,1904,6.2,Sinker,227,22,3,4,1,B,2024
SL,2024-04-06,84.2,1.95,49.81,5.74,554430,500093,,blocked_ball,6,R,R,3,0,0.79,2.21,0.7,2.03,-4.98,-114.59,4.29,-0.0,20.0,32.16,80.0,2681,6.2,Slider,44,22,4,4,2,X,2024
FF,2024-04-06,95.2,2.34,49.94,5.91,554430,500094,,ball,13,R,R,2,0,-8.3,14.55,-0.94,2.38,5.21,-128.6,0.51,0.04,20.0,32.1,90.5,2385,5.9,4-Seam Fastball,202,22,5,4,1,B,2024
CH,2024-04-06,86.6,1.91,49.88,5.96,554430,500095,,foul,4,R,R,3,1,-16.3,5.34,0.25,2.46,8.62,-128.63,3.05,0.08,20.0,32.15,82.3,1613,6.4,Changeup,220,22,6,4,1,S,2024
FF,2024-04-06,96.0,2.42,49.99,5.89,554430,500096,,ball,8,R,R,0,1,-5.73,14.45,-0.56,2.65,-6.98,-137.83,-0.06,0.03,20.0,32.1,91.2,2211,6.0,4-Seam Fastball,229,22,7,4,2,B,2024
FF,2024-04-06,95.7,2.24,50.36,5.91,554430,500097,,foul,2,L,R,2,2,-6.42,13.8,0.09,1.79,-0.99,-120.33,3.82,0.03,20.0,32.11,90.9,2422,6.1,4-Seam Fastball,229,22,8,4,1,S,2024
FF,2024-04-06,97.0,2.2,50.28,5.92,554430,500098,field_out,hit_into_play,7,L,R,2,1,-7.63,15.33,-0.74,3.47,1.41,-144.12,3.19,0.04,20.0,32.1,92.1,2289,6.6,4-Seam Fastball,203,23,1,4,2,X,2024
CU,2024-04-06,77.5,2.16,49.56,5.77,554430,500099,,called_strike,3,R,R,1,0,3.76,-6.64,-0.29,2.77,-5.03,-128.51,-1.69,-0.02,20.0,32.21,73.6,3012,6.2,Curveball,39,24,1,4,0,S,2024
SL,2024-04-06,83.6,2.27,49.98,5.91,554430,500000,,ball,3,R,R,0,1,-1.34,3.13,-0.11,3.32,-4.22,-137.85,-4.73,0.01,20.0,32.16,79.4,2672,6.3,Slider,60,24,2,4,1,B,2024
CU,2024-04-06,81.2,1.86,49.98,5.79,554430,500001,,ball,12,R,R,2,0,5.49,-9.14,-0.22,1.31,4.0,-128.02,2.72,-0.03,20.0,32.22,77.1,2683,6.2,Curveball,38,24,3,4,0,B,2024
SI,2024-04-06,95.3,2.14,49.74,6.03,554430,500002,,swinging_strike,4,R,R,1,1,-17.07,9.13,-0.66,1.77,-1.61,-131.9,-2.69,0.08,20.0,32.13,90.5,1937,6.5,Sinker,210,24,4,4,2,S,2024
FF,2024-04-06,97.0,2.14,50.01,5.87,554430,500003,grounded_into_double_play,hit_into_play,12,R,R,1,2,-7.09,15.09,-1.01,1.67,-5.79,-142.65,4.32,0.03,20.0,32.1,92.2,2399,6.4,4-Seam Fastball,193,24,5,4,0,X,2024
CH,2024-04-06,88.6,2.3,50.17,5.85,554430,500004,,called_strike,6,R,R,0,2,-11.72,2.42,-0.2,2.53,-0.77,-127.77,-1.43,0.06,20.0,32.16,84.2,1754,6.1,Changeup,232,25,1,5,2,S,2024
FF,2024-04-06,99.7,2.17,49.92,5.85,554430,500005,,ball,11,R,R,0,1,-6.42,15.58,0.28,1.39,12.86,-129.0,4.53,0.03,20.0,32.1,94.8,2275,6.3,4-Seam Fastball,219,25,2,5,1,B,2024
SI,2024-04-06,94.7,2.18,49.95,5.95,554430,500006,,foul,7,L,R,1,2,-13.93,6.49,0.32,1.6,-9.25,-130.97,-9.09,0.07,20.0,32.14,90.0,2030,6.6,Sinker,224,25,3,5,0,S,2024
FF,2024-04-06,93.6,2.01,50.04,5.85,554430,500007,field_out,hit_into_play,14,L,R,2,1,-7.38,15.07,-0.85,2.53,-6.18,-133.58,-1.73,0.04,20.0,32.1,88.9,2332,6.0,4-Seam Fastball,186,25,4,5,1,X,2024
CH,2024-04-06,87.9,2.11,50.1,5.78,554430,500008,,ball,8,L,R,1,1,-15.29,6.03,-0.41,2.27,9.01,-136.74,-8.3,0.07,20.0,32.15,83.5,1678,6.3,Changeup,258,26,1,5,0,B,2024
CU,2024-04-06,80.8,1.93,50.07,5.85,554430,500009,,ball,1,R,R,0,2,4.84,-9.66,-0.1,2.17,-5.02,-129.31,1.9,-0.02,20.0,32.22,76.7,2794,6.3,Curveball,16,26,2,5,2,B,2024
