pitch_type,game_date,release_speed,release_pos_x,release_pos_y,release_pos_z,pitcher,batter,events,description,zone,stand,p_throws,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name,spin_axis,at_bat_number,pitch_number,inning,outs_when_up,type,season
SL,2015-04-01,81.4,2.02,49.55,5.75,554430,500015,,swinging_strike,14,R,R,1,1,0.31,1.65,-0.13,3.63,4.58,-124.13,5.25,-0.0,20.0,32.17,77.3,2780,6.2,Slider,54,4,4,1,2,S,2015
CU,2015-04-01,77.6,2.09,50.02,5.93,554430,500016,field_out,hit_into_play,12,R,R,0,1,5.38,-10.17,1.04,2.73,4.16,-146.51,-3.36,-0.03,20.0,32.22,73.8,2531,6.0,Curveball,12,4,5,1,1,X,2015
FF,2015-04-01,96.3,2.27,49.9,5.91,554430,500017,,called_strike,1,R,R,3,0,-5.22,15.05,-0.08,1.84,1.16,-123.43,3.39,0.03,20.0,32.1,91.5,2275,6.5,4-Seam Fastball,203,5,1,1,1,S,2015
FF,2015-04-01,92.2,2.34,50.46,6.02,554430,500018,,ball,12,R,R,1,0,-9.28,12.8,1.22,1.89,2.74,-119.64,-2.5,0.04,20.0,32.11,87.5,2218,6.9,4-Seam Fastball,209,5,2,1,2,B,2015
FF,2015-04-01,95.4,2.32,49.39,5.9,554430,500019,,ball,7,L,R,3,2,-7.75,14.56,0.53,2.63,1.03,-119.16,6.52,0.04,20.0,32.1,90.6,2312,6.0,4-Seam Fastball,222,5,3,1,2,B,2015
SL,2015-04-01,83.8,1.92,50.61,5.82,554430,500020,,foul,14,R,R,2,0,0.71,0.66,-0.33,1.17,-5.56,-130.35,4.5,-0.0,20.0,32.17,79.7,2654,6.3,Slider,48,5,4,1,1,S,2015
CU,2015-04-01,81.1,2.07,49.74,5.9,554430,500021,,ball,3,R,R,0,1,4.03,-5.49,0.53,2.19,-2.11,-138.03,-2.4,-0.02,20.0,32.2,77.0,2853,6.1,Curveball,20,5,5,1,0,B,2015
CU,2015-04-01,78.1,2.07,49.78,5.72,554430,500022,,ball,6,L,R,3,0,8.21,-7.6,0.73,2.82,4.96,-127.93,0.53,-0.04,20.0,32.21,74.2,3000,6.2,Curveball,39,5,6,1,2,B,2015
FF,2015-04-01,97.0,1.99,50.98,5.87,554430,500023,field_out,hit_into_play,5,R,R,1,1,-7.44,16.23,0.31,1.88,-0.77,-117.92,2.84,0.04,20.0,32.1,92.1,2545,6.2,4-Seam Fastball,218,5,7,1,0,X,2015
CU,2015-04-01,77.6,1.82,50.04,5.71,554430,500024,,swinging_strike,4,R,R,2,0,4.36,-7.63,0.75,2.67,-0.71,-133.69,-5.17,-0.02,20.0,32.21,73.7,2771,6.3,Curveball,32,6,1,1,2,S,2015
SL,2015-04-01,84.3,1.94,49.51,5.74,554430,500025,,ball,12,L,R,0,2,2.06,1.03,-1.14,2.49,10.64,-132.31,4.69,-0.01,20.0,32.17,80.1,2762,6.0,Slider,50,6,2,1,0,B,2015
CU,2015-04-01,74.2,2.18,49.78,5.93,554430,500026,,foul_tip,5,L,R,3,0,7.31,-9.87,-0.44,2.03,1.6,-133.24,7.2,-0.04,20.0,32.22,70.5,2614,6.4,Curveball,35,6,3,1,2,S,2015
FF,2015-04-01,92.3,2.37,50.22,5.94,554430,500027,,ball,2,R,R,1,1,-6.81,14.29,-0.24,2.97,4.59,-136.0,6.6,0.03,20.0,32.11,87.7,2364,6.0,4-Seam Fastball,210,6,4,1,2,B,2015
SL,2015-04-01,84.1,2.37,49.91,5.88,554430,500028,,ball,2,L,R,3,1,-0.19,0.75,0.17,1.74,1.4,-137.11,-6.45,0.0,20.0,32.17,79.9,2516,6.1,Slider,63,6,5,1,1,B,2015
CU,2015-04-01,79.7,2.01,49.97,6.06,554430,500029,field_out,hit_into_play,13,L,R,2,0,8.22,-7.67,1.14,4.19,0.54,-140.09,4.58,-0.04,20.0,32.21,75.7,2972,6.3,Curveball,12,6,6,1,0,X,2015
SI,2015-04-01,94.5,2.19,49.6,6.04,554430,500030,,ball,6,R,R,0,1,-13.09,8.51,0.43,1.8,-0.48,-113.83,7.4,0.06,20.0,32.13,89.8,1950,6.2,Sinker,206,7,1,2,2,B,2015
FF,2015-04-01,98.8,2.25,50.06,5.7,554430,500031,field_out,hit_into_play,14,L,R,0,0,-7.43,16.02,-1.54,2.1,-3.32,-123.39,1.22,0.04,20.0,32.1,93.9,2506,6.6,4-Seam Fastball,184,7,2,2,1,X,2015
CH,2015-04-01,87.9,2.26,49.66,5.64,554430,500032,,foul,6,R,R,3,0,-12.4,4.94,-0.6,2.23,-4.61,-150.53,-1.44,0.06,20.0,32.15,83.5,1676,6.2,Changeup,231,8,1,2,0,S,2015
FF,2015-04-01,95.4,2.15,49.86,6.05,554430,500033,,ball,5,R,R,1,1,-5.37,15.71,-0.5,2.9,-1.74,-132.21,-5.22,0.03,20.0,32.1,90.6,2374,6.2,4-Seam Fastball,212,8,2,2,0,B,2015
FF,2015-04-01,95.4,2.44,50.08,5.74,554430,500034,single,hit_into_play,8,L,R,0,1,-5.68,15.07,-0.12,2.38,-2.71,-130.24,-1.72,0.03,20.0,32.1,90.6,2302,6.3,4-Seam Fastball,208,8,3,2,2,X,2015
FF,2015-04-01,96.4,2.54,50.11,6.04,554430,500035,,ball,9,L,R,0,0,-9.39,13.71,0.35,2.53,4.46,-116.49,3.26,0.05,20.0,32.11,91.6,2294,6.2,4-Seam Fastball,226,9,1,2,2,B,2015
CU,2015-04-01,81.8,2.05,49.94,6.06,554430,500036,,foul,13,R,R,0,1,3.92,-8.05,-1.19,3.19,0.05,-123.72,3.07,-0.02,20.0,32.21,77.7,2640,6.2,Curveball,23,9,2,2,1,S,2015
FF,2015-04-01,95.2,2.17,49.84,5.96,554430,500037,,called_strike,11,R,R,1,1,-6.9,14.16,-0.01,1.38,-0.08,-128.16,-6.32,0.03,20.0,32.11,90.5,2290,6.3,4-Seam Fastball,221,9,3,2,0,S,2015
SL,2015-04-01,82.3,1.77,50.18,6.0,554430,500038,field_out,hit_into_play,12,R,R,1,0,2.87,2.1,1.02,2.33,-1.77,-122.01,11.32,-0.01,20.0,32.16,78.2,2791,6.4,Slider,37,9,4,2,0,X,2015
FF,2015-04-01,95.5,2.22,50.15,5.95,554430,500039,strikeout,swinging_strike,3,R,R,2,2,-10.81,13.66,0.69,2.75,2.12,-131.02,-7.37,0.05,20.0,32.11,90.7,2261,6.1,4-Seam Fastball,215,10,1,2,0,S,2015
CH,2015-04-01,89.8,2.44,49.94,5.69,554430,500040,field_out,hit_into_play,7,R,R,2,0,-13.49,4.26,-0.12,2.3,-7.35,-108.96,-0.77,0.06,20.0,32.15,85.3,1480,6.1,Changeup,256,11,1,2,2,X,2015
SL,2015-04-01,85.1,2.15,50.45,5.7,554430,500041,field_out,hit_into_play,6,R,R,2,0,0.98,1.56,0.28,1.92,2.58,-144.95,-2.77,-0.0,20.0,32.17,80.9,2611,6.4,Slider,67,12,1,2,2,X,2015
SL,2015-04-01,81.6,2.06,50.01,5.87,554430,500042,,ball,12,R,R,1,0,1.82,2.33,0.96,2.12,-3.15,-141.4,-0.23,-0.01,20.0,32.16,77.5,2858,6.1,Slider,61,13,1,3,0,B,2015
FF,2015-04-01,93.6,2.08,50.29,5.92,554430,500043,,swinging_strike,6,R,R,3,0,-5.11,15.9,0.19,2.24,0.79,-114.63,-6.49,0.02,20.0,32.1,88.9,2449,5.8,4-Seam Fastball,200,13,2,3,0,S,2015
SL,2015-04-01,81.7,2.2,49.82,5.72,554430,500044,,foul,6,L,R,3,2,1.37,2.06,-0.74,2.06,-8.81,-129.05,-4.7,-0.01,20.0,32.16,77.6,2599,6.0,Slider,40,13,3,3,1,S,2015
SI,2015-04-01,95.6,2.32,50.3,6.14,554430,500045,,ball,13,R,R,3,0,-13.8,8.37,-0.96,2.54,0.76,-152.25,-1.69,0.07,20.0,32.13,90.9,1872,6.1,Sinker,230,13,4,3,2,B,2015
SL,2015-04-01,86.9,2.13,50.56,5.8,554430,500046,,called_strike,12,L,R,2,1,2.76,1.23,1.85,1.4,-0.97,-137.85,-3.18,-0.01,20.0,32.17,82.6,2644,6.3,Slider,62,13,5,3,1,S,2015
FF,2015-04-01,95.6,2.01,50.14,6.1,554430,500047,,ball,14,L,R,2,1,-6.37,16.41,-1.29,2.9,3.08,-122.14,8.26,0.03,20.0,32.1,90.8,2346,6.1,4-Seam Fastball,197,13,6,3,0,B,2015
FF,2015-04-01,93.4,2.27,49.78,6.09,554430,500048,,ball,13,R,R,1,0,-6.93,13.48,-0.97,2.4,-0.95,-131.15,3.68,0.03,20.0,32.11,88.7,2355,6.3,4-Seam Fastball,190,13,7,3,0,B,2015
FF,2015-04-01,96.5,1.84,49.4,5.97,554430,500049,,called_strike,5,R,R,1,2,-9.62,14.16,-0.1,2.5,7.73,-127.78,-0.5,0.05,20.0,32.11,91.7,2333,6.2,4-Seam Fastball,214,13,8,3,2,S,2015
SI,2015-04-01,94.8,2.45,50.28,5.88,554430,500050,force_out,hit_into_play,12,R,R,1,1,-16.61,6.21,0.91,2.41,-3.23,-129.87,-4.79,0.08,20.0,32.14,90.1,2126,6.2,Sinker,226,14,1,3,2,X,2015
SL,2015-04-01,83.0,2.08,50.35,5.86,554430,500051,force_out,hit_into_play,3,R,R,0,0,1.61,1.65,-0.49,2.95,-0.1,-121.23,-0.69,-0.01,20.0,32.17,78.8,2528,6.1,Slider,39,15,1,3,1,X,2015
CU,2015-04-01,77.1,1.99,50.1,5.99,554430,500052,,swinging_strike,11,R,R,0,1,4.28,-8.87,-0.9,3.55,-6.36,-125.21,1.15,-0.02,20.0,32.22,73.3,2897,6.2,Curveball,12,16,1,3,2,S,2015
CU,2015-04-01,76.9,1.97,49.9,5.84,554430,500053,,ball,8,L,R,0,1,4.91,-5.39,0.29,2.56,-5.39,-118.26,-7.47,-0.02,20.0,32.2,73.0,2453,6.3,Curveball,39,16,2,3,2,B,2015
CU,2015-04-01,78.2,1.92,50.09,5.89,554430,500054,,ball,7,R,R,0,0,6.16,-6.4,0.24,2.9,7.61,-131.54,1.63,-0.03,20.0,32.2,74.3,2897,5.9,Curveball,37,16,3,3,0,B,2015
SL,2015-04-01,85.9,2.27,49.68,5.83,554430,500055,,called_strike,14,R,R,0,0,1.25,3.25,-1.24,1.93,9.5,-133.01,-12.6,-0.01,20.0,32.16,81.7,2715,6.1,Slider,73,16,4,3,1,S,2015
SI,2015-04-01,94.4,2.25,50.24,5.99,554430,500056,,ball,14,R,R,2,0,-16.89,8.27,-1.18,1.71,2.82,-126.93,-1.04,0.08,20.0,32.13,89.7,2047,6.0,Sinker,228,16,5,3,2,B,2015
FF,2015-04-01,96.1,2.03,49.74,6.03,554430,500057,,ball,8,R,R,1,0,-4.08,10.57,0.46,1.92,0.62,-130.5,3.75,0.02,20.0,32.12,91.3,2317,6.1,4-Seam Fastball,207,16,6,3,2,B,2015
SL,2015-04-01,85.1,2.31,49.8,5.81,554430,500058,,ball,7,R,R,3,2,-0.26,1.65,-0.45,2.46,-4.12,-131.84,4.15,0.0,20.0,32.17,80.8,2724,6.2,Slider,22,16,7,3,2,B,2015
SI,2015-04-01,94.5,2.39,49.51,5.94,554430,500059,,foul_tip,11,R,R,0,0,-14.27,8.46,1.42,2.2,4.56,-121.97,1.14,0.07,20.0,32.13,89.8,2064,6.1,Sinker,240,16,8,3,2,S,2015
CH,2015-04-01,87.1,2.28,50.34,5.82,554430,500060,,ball,13,R,R,0,2,-17.88,2.5,1.1,1.76,7.3,-142.5,1.12,0.09,20.0,32.16,82.8,1648,6.6,Changeup,195,17,1,3,1,B,2015
FF,2015-04-01,96.3,2.12,50.26,6.0,554430,500061,,swinging_strike,14,R,R,2,1,-9.42,14.3,0.47,3.51,2.37,-121.65,1.24,0.05,20.0,32.11,91.5,2444,6.2,4-Seam Fastball,213,17,2,3,0,S,2015
FF,2015-04-01,93.4,2.35,50.1,5.94,554430,500062,,ball,5,L,R,0,0,-6.45,16.79,0.54,2.81,4.07,-116.56,-1.7,0.03,20.0,32.09,88.8,2171,6.1,4-Seam Fastball,229,17,3,3,2,B,2015
CU,2015-04-01,79.2,1.73,49.8,5.85,554430,500063,,foul,1,L,R,0,2,4.44,-8.66,0.16,2.48,0.77,-124.26,-4.64,-0.02,20.0,32.22,75.2,2800,5.9,Curveball,23,17,4,3,0,S,2015
FF,2015-04-01,95.1,2.21,49.85,5.85,554430,500064,field_out,hit_into_play,5,R,R,2,2,-6.84,13.42,0.62,2.9,-0.06,-107.97,7.76,0.03,20.0,32.11,90.4,2364,6.1,4-Seam Fastball,222,17,5,3,2,X,2015
FF,2015-04-01,96.1,2.3,50.19,5.91,554430,500065,field_out,hit_into_play,6,R,R,0,1,-7.61,14.11,0.28,2.82,4.49,-133.97,-3.75,0.04,20.0,32.11,91.3,2333,6.2,4-Seam Fastball,228,18,1,3,1,X,2015
SL,2015-04-01,83.1,2.44,50.21,5.82,554430,500066,strikeout,swinging_strike,1,R,R,2,2,1.75,3.94,0.04,2.99,4.69,-130.42,11.97,-0.01,20.0,32.16,78.9,2626,6.4,Slider,56,19,1,4,1,S,2015
SI,2015-04-01,93.9,2.03,50.13,5.68,554430,500067,field_out,hit_into_play,6,R,R,0,0,-15.86,8.35,-0.65,3.16,-2.17,-123.79,-4.42,0.08,20.0,32.13,89.2,2155,6.2,Sinker,233,20,1,4,1,X,2015
FF,2015-04-01,96.6,2.27,50.0,6.07,554430,500068,field_out,hit_into_play,2,L,R,1,2,-9.45,13.46,0.82,2.85,3.62,-135.37,-1.26,0.05,20.0,32.11,91.7,2235,6.2,4-Seam Fastball,210,21,1,4,2,X,2015
FF,2015-04-01,95.9,2.16,50.21,5.73,554430,500069,,ball,13,R,R,2,1,-9.84,17.09,-0.05,3.71,-7.99,-127.32,6.84,0.05,20.0,32.09,91.1,2222,5.9,4-Seam Fastball,207,22,1,4,2,B,2015
FF,2015-04-01,94.5,2.27,50.3,5.84,554430,500070,,called_strike,14,L,R,2,2,-9.9,14.52,0.89,1.07,-0.23,-129.55,3.32,0.05,20.0,32.1,89.7,2363,6.2,4-Seam Fastball,216,22,2,4,2,S,2015
CU,2015-04-01,76.2,1.94,50.51,5.85,554430,500071,,called_strike,1,R,R,3,2,4.07,-8.6,0.74,2.0,5.47,-119.38,-4.86,-0.02,20.0,32.22,72.4,2824,6.4,Curveball,33,22,3,4,1,S,2015
SI,2015-04-01,93.9,2.25,49.7,5.83,554430,500072,,ball,9,L,R,3,0,-16.85,5.42,-0.24,3.25,0.91,-133.2,0.37,0.08,20.0,32.15,89.2,2125,5.9,Sinker,243,22,4,4,1,B,2015
FF,2015-04-01,94.5,2.15,50.11,5.82,554430,500073,single,hit_into_play,9,R,R,0,0,-7.14,15.72,0.19,2.67,7.13,-142.87,1.36,0.03,20.0,32.1,89.8,2373,6.3,4-Seam Fastball,206,22,5,4,1,X,2015
CU,2015-04-01,79.5,1.93,50.57,5.82,554430,500074,,foul,13,L,R,1,1,4.96,-8.68,0.92,2.16,-2.3,-111.01,6.27,-0.02,20.0,32.22,75.6,2821,6.3,Curveball,41,23,1,4,0,S,2015
FF,2015-04-01,95.3,2.38,49.66,5.74,554430,500075,field_out,hit_into_play,1,R,R,2,2,-8.57,14.93,-0.29,2.6,7.67,-135.99,2.91,0.04,20.0,32.1,90.5,2282,5.9,4-Seam Fastball,178,23,2,4,0,X,2015
SL,2015-04-01,85.3,1.98,49.58,5.92,554430,500076,,ball,8,L,R,1,2,6.77,0.04,0.25,2.71,-2.7,-137.41,-3.58,-0.03,20.0,32.17,81.1,2582,6.2,Slider,63,24,1,4,2,B,2015
SI,2015-04-01,93.4,2.4,50.21,5.85,554430,500077,field_out,hit_into_play,6,R,R,0,2,-16.73,8.36,0.39,3.32,0.56,-126.1,-4.3,0.08,20.0,32.13,88.8,2116,5.9,Sinker,201,24,2,4,0,X,2015
FF,2015-04-01,94.8,2.17,49.9,6.09,554430,500078,,called_strike,7,L,R,0,1,-8.71,14.85,0.66,2.43,5.18,-141.31,1.19,0.04,20.0,32.1,90.0,2419,6.2,4-Seam Fastball,199,25,1,5,2,S,2015
FF,2015-04-01,94.5,2.2,49.64,5.86,554430,500079,,foul,14,R,R,3,0,-7.01,14.99,1.15,1.7,12.28,-136.1,-10.28,0.03,20.0,32.1,89.8,2424,6.3,4-Seam Fastball,228,25,2,5,0,S,2015
FF,2015-04-01,96.1,2.32,49.67,6.07,554430,500080,,swinging_strike,5,R,R,1,1,-8.37,13.68,0.68,2.53,-2.72,-119.22,0.48,0.04,20.0,32.11,91.3,2420,6.6,4-Seam Fastball,200,25,3,5,1,S,2015
CH,2015-04-01,85.6,1.95,50.78,5.76,554430,500081,,foul,9,R,R,2,1,-16.05,1.56,-0.42,1.6,3.81,-132.37,2.72,0.08,20.0,32.17,81.3,1550,5.9,Changeup,231,25,4,5,2,S,2015
CH,2015-04-01,86.4,2.13,50.16,5.7,554430,500082,,called_strike,2,R,R,2,2,-13.57,2.63,-0.31,2.48,-6.74,-137.25,3.64,0.07,20.0,32.16,82.1,1732,6.1,Changeup,270,25,5,5,0,S,2015
SL,2015-04-01,84.2,2.29,50.3,5.78,554430,500083,,ball,2,R,R,1,0,-0.23,3.5,0.17,2.04,1.36,-139.37,-9.85,0.0,20.0,32.16,80.0,2628,6.1,Slider,61,25,6,5,2,B,2015
SI,2015-04-01,93.2,2.25,50.03,5.95,554430,500084,,ball,1,L,R,3,0,-17.36,9.33,0.59,1.74,3.67,-121.8,-3.89,0.08,20.0,32.13,88.6,1973,6.0,Sinker,240,25,7,5,1,B,2015
SL,2015-04-01,83.3,2.21,50.55,5.72,554430,500085,,called_strike,14,R,R,1,0,2.25,-0.42,-1.34,3.05,2.63,-136.16,0.52,-0.01,20.0,32.18,79.1,2680,6.2,Slider,48,25,8,5,0,S,2015
SI,2015-04-01,93.3,2.29,49.52,5.96,554430,500086,,ball,5,R,R,2,0,-15.01,8.27,0.11,2.62,-2.1,-144.54,-8.56,0.07,20.0,32.13,88.6,2060,6.5,Sinker,234,26,1,5,2,B,2015
SL,2015-04-01,85.4,1.97,49.94,5.83,554430,500087,,called_strike,6,L,R,0,2,-0.84,3.84,-0.1,1.82,2.66,-130.43,-3.89,0.0,20.0,32.16,81.1,2637,6.2,Slider,34,26,2,5,2,S,2015
SL,2015-04-01,84.8,2.14,49.78,5.84,554430,500088,,ball,14,R,R,1,2,-1.65,3.18,-0.12,1.07,-4.09,-133.57,5.55,0.01,20.0,32.16,80.6,2594,5.8,Slider,75,26,3,5,0,B,2015
FF,2015-04-01,95.7,2.28,49.89,5.92,554430,500089,,foul,13,L,R,3,1,-7.89,16.92,0.13,1.49,-5.63,-133.53,-0.61,0.04,20.0,32.09,90.9,2403,6.4,4-Seam Fastball,196,26,4,5,0,S,2015
FF,2015-04-04,97.7,2.17,49.95,5.91,554430,500090,,foul,1,L,R,0,0,-7.98,16.35,0.55,3.19,-3.84,-139.04,-0.52,0.04,20.0,32.1,92.8,2190,5.8,4-Seam Fastball,175,26,5,5,1,S,2015
FF,2015-04-04,93.9,2.18,50.69,5.98,554430,500091,,blocked_ball,6,R,R,0,1,-4.8,13.77,0.21,3.48,7.94,-127.88,3.89,0.02,20.0,32.11,89.2,2177,6.3,4-Seam Fastball,217,26,6,5,2,X,2015
SL,2015-04-04,82.0,2.13,50.15,5.8,554430,500092,force_out,hit_into_play,1,R,R,0,1,1.79,2.54,0.7,3.11,-1.06,-145.8,0.44,-0.01,20.0,32.16,77.9,2894,6.3,Slider,49,26,7,5,1,X,2015
SL,2015-04-04,83.8,2.05,50.4,5.83,554430,500093,,ball,3,R,R,0,1,-0.36,-0.5,-0.51,2.17,4.26,-129.99,-1.8,0.0,20.0,32.18,79.6,2591,6.2,Slider,29,27,1,5,0,B,2015
FF,2015-04-04,93.8,2.31,49.81,5.59,554430,500094,,called_strike,12,R,R,0,0,-10.35,15.27,-0.25,3.58,1.02,-127.64,1.2,0.05,20.0,32.1,89.1,2360,6.2,4-Seam Fastball,231,27,2,5,1,S,2015
CU,2015-04-04,79.3,1.82,50.06,5.8,554430,500095,,swinging_strike,1,L,R,2,0,4.84,-5.98,-0.74,2.48,3.93,-116.7,-3.94,-0.02,20.0,32.2,75.3,2726,6.4,Curveball,40,27,3,5,1,S,2015
SL,2015-04-04,83.2,2.31,49.76,5.76,554430,500096,field_out,hit_into_play,8,L,R,2,1,1.33,2.68,0.21,2.5,-1.78,-120.19,-2.05,-0.01,20.0,32.16,79.1,2634,6.1,Slider,50,27,4,5,2,X,2015
FF,2015-04-04,95.2,2.13,49.68,5.82,554430,500097,,ball,5,R,R,1,0,-5.54,13.35,-0.63,3.26,-4.66,-117.59,5.65,0.03,20.0,32.11,90.5,2203,6.2,4-Seam Fastball,200,28,1,5,2,B,2015
CU,2015-04-04,77.0,1.88,50.15,6.09,554430,500098,,blocked_ball,3,R,R,1,1,4.04,-9.0,0.82,2.09,-5.4,-138.3,1.07,-0.02,20.0,32.22,73.2,2762,6.4,Curveball,44,28,2,5,1,X,2015
CU,2015-04-04,77.6,2.1,49.54,5.94,554430,500099,,foul,3,R,R,1,0,4.7,-7.46,0.5,2.48,-0.83,-133.91,9.61,-0.02,20.0,32.21,73.7,2685,6.2,Curveball,59,28,3,5,1,S,2015
SI,2015-04-04,95.4,1.98,49.62,5.85,554430,500000,,ball,9,R,R,2,1,-15.47,6.24,0.23,2.43,3.08,-130.02,-2.26,0.07,20.0,32.14,90.6,2041,6.1,Sinker,237,28,4,5,1,B,2015
FF,2015-04-04,93.8,2.28,50.19,5.93,554430,500001,,foul,7,L,R,1,1,-10.58,15.16,0.24,2.17,5.91,-139.92,0.51,0.05,20.0,32.1,89.1,2403,6.1,4-Seam Fastball,226,28,5,5,0,S,2015
SL,2015-04-04,85.3,2.27,50.12,5.82,554430,500002,,ball,5,L,R,3,1,2.3,5.51,-0.08,2.89,5.43,-115.25,3.57,-0.01,20.0,32.15,81.0,2456,6.0,Slider,47,28,6,5,2,B,2015
FF,2015-04-04,95.0,2.12,49.49,5.86,554430,500003,,called_strike,5,L,R,2,1,-9.99,14.08,0.17,2.21,-1.77,-137.83,-3.6,0.05,20.0,32.11,90.3,2232,6.2,4-Seam Fastball,199,28,7,5,2,S,2015
SI,2015-04-04,92.7,2.14,50.26,5.98,554430,500004,,foul,5,L,R,1,1,-13.84,8.86,-0.5,2.82,2.15,-131.49,-0.71,0.07,20.0,32.13,88.1,2284,6.5,Sinker,250,28,8,5,2,S,2015
SL,2015-04-04,82.8,2.03,49.3,5.76,554430,500005,,called_strike,7,R,R,0,1,0.97,2.1,0.8,1.64,-2.28,-140.23,4.69,-0.0,20.0,32.16,78.6,2788,6.2,Slider,55,29,1,5,2,S,2015
SI,2015-04-04,94.1,2.32,49.87,5.87,554430,500006,,foul,11,R,R,2,1,-13.65,7.95,1.11,2.65,0.03,-137.57,-0.12,0.07,20.0,32.14,89.4,1811,6.0,Sinker,232,29,2,5,1,S,2015
FF,2015-04-04,96.1,2.39,50.26,6.01,554430,500007,field_out,hit_into_play,12,R,R,1,0,-8.54,15.24,0.99,2.51,-5.37,-131.97,-1.86,0.04,20.0,32.1,91.3,2274,5.9,4-Seam Fastball,223,29,3,5,2,X,2015
SL,2015-04-04,83.2,2.07,50.26,5.97,554430,500008,,ball,4,L,R,2,1,3.27,-0.63,0.38,2.78,0.19,-134.27,10.04,-0.02,20.0,32.18,79.1,2577,6.4,Slider,42,30,1,5,1,B,2015
