pitch_type,game_date,release_speed,release_pos_x,release_pos_y,release_pos_z,pitcher,batter,events,description,zone,stand,p_throws,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name,spin_axis,at_bat_number,pitch_number,inning,outs_when_up,type,season
FF,2024-04-01,101.1,1.88,49.93,5.83,650556,500015,field_out,hit_into_play,5,R,R,3,2,-7.27,14.31,0.48,1.67,7.97,-112.87,-7.67,0.03,20.0,32.11,96.0,2386,6.2,4-Seam Fastball,197,4,7,1,2,X,2024
FF,2024-04-01,100.2,1.96,49.43,6.03,650556,500016,,ball,1,R,R,0,0,-8.65,12.27,-0.42,2.25,1.95,-122.58,6.15,0.04,20.0,32.12,95.2,2201,6.2,4-Seam Fastball,193,5,1,1,1,B,2024
FF,2024-04-01,100.9,1.84,50.08,5.95,650556,500017,field_out,hit_into_play,13,L,R,3,2,-8.85,15.81,0.66,1.21,-4.85,-124.18,0.72,0.04,20.0,32.1,95.8,2417,6.3,4-Seam Fastball,210,5,2,1,2,X,2024
FF,2024-04-01,102.3,2.19,50.83,5.87,650556,500018,,foul,8,R,R,0,0,-8.75,14.64,-0.79,2.06,9.26,-130.31,-3.34,0.04,20.0,32.1,97.2,2447,6.4,4-Seam Fastball,201,6,1,1,1,S,2024
FS,2024-04-01,92.9,1.98,50.08,5.75,650556,500019,single,hit_into_play,8,R,R,3,2,-10.01,-2.2,0.6,3.24,-4.81,-125.53,0.61,0.05,20.0,32.18,88.3,1537,6.2,Splitter,227,6,2,1,2,X,2024
FS,2024-04-06,93.0,2.14,50.45,5.77,650556,500020,,foul,9,R,R,0,0,-12.75,-4.4,0.07,2.86,8.69,-122.49,-9.68,0.06,20.0,32.2,88.4,1431,6.1,Splitter,205,7,1,2,2,S,2024
FS,2024-04-06,94.8,2.11,50.27,5.87,650556,500021,,foul,12,L,R,1,0,-11.49,-6.67,0.94,1.98,8.14,-144.49,-1.32,0.06,20.0,32.21,90.1,1438,5.8,Splitter,233,7,2,2,1,S,2024
FF,2024-04-06,99.0,1.75,49.42,6.03,650556,500022,,ball,14,R,R,1,0,-9.21,13.14,-0.57,3.74,3.02,-135.27,3.35,0.04,20.0,32.11,94.1,2437,6.5,4-Seam Fastball,178,7,3,2,1,B,2024
FS,2024-04-06,94.5,1.74,49.96,5.98,650556,500023,,ball,9,L,R,1,0,-15.2,-6.29,-0.78,2.35,4.98,-124.15,2.54,0.07,20.0,32.2,89.8,1422,6.2,Splitter,226,7,4,2,2,B,2024
FS,2024-04-06,92.8,2.13,48.79,5.9,650556,500024,,foul,3,L,R,2,2,-8.1,-1.03,0.3,2.97,-1.47,-119.95,0.5,0.04,20.0,32.18,88.2,1323,6.0,Splitter,222,7,5,2,2,S,2024
FS,2024-04-06,94.2,1.95,49.51,5.78,650556,500025,single,hit_into_play,14,L,R,0,0,-10.82,-3.77,-1.5,1.98,-3.71,-112.25,0.62,0.05,20.0,32.19,89.5,1564,6.3,Splitter,206,7,6,2,2,X,2024
FS,2024-04-06,94.1,2.04,49.97,5.75,650556,500026,,ball,2,R,R,0,1,-11.99,-3.47,-0.14,2.71,6.36,-138.25,-1.22,0.06,20.0,32.19,89.4,1285,6.5,Splitter,239,8,1,2,0,B,2024
FF,2024-04-06,102.2,1.86,50.12,6.04,650556,500027,,swinging_strike,13,R,R,1,0,-8.64,13.31,0.83,2.34,-8.75,-140.63,0.35,0.04,20.0,32.11,97.1,2300,6.2,4-Seam Fastball,204,8,2,2,0,S,2024
FF,2024-04-06,99.2,2.03,50.36,5.85,650556,500028,,foul,9,L,R,1,0,-8.83,12.81,-0.29,3.2,-2.52,-136.26,5.98,0.04,20.0,32.11,94.2,2224,6.3,4-Seam Fastball,185,8,3,2,1,S,2024
FF,2024-04-06,103.2,2.0,49.99,6.02,650556,500029,,foul,5,R,R,3,0,-8.83,15.26,-0.08,2.0,-5.21,-117.06,10.04,0.04,20.0,32.1,98.0,2297,6.1,4-Seam Fastball,223,8,4,2,1,S,2024
FS,2024-04-06,93.5,2.09,49.6,5.96,650556,500030,,swinging_strike,1,L,R,1,1,-14.28,-3.69,0.02,2.63,-11.37,-120.86,-2.18,0.07,20.0,32.19,88.9,1385,6.6,Splitter,197,8,5,2,2,S,2024
FF,2024-04-06,99.8,2.34,49.98,6.08,650556,500031,,foul,13,R,R,1,0,-7.22,14.85,0.49,3.54,-0.27,-133.59,-5.1,0.03,20.0,32.1,94.8,2333,6.3,4-Seam Fastball,193,8,6,2,1,S,2024
FF,2024-04-06,101.3,1.85,50.02,6.1,650556,500032,,foul,4,R,R,0,1,-7.19,15.66,-0.71,3.26,-10.03,-123.11,3.02,0.03,20.0,32.1,96.3,2352,6.3,4-Seam Fastball,212,8,7,2,0,S,2024
FS,2024-04-06,95.6,1.97,49.86,5.86,650556,500033,,called_strike,12,L,R,1,0,-13.6,-1.79,1.09,2.01,-2.17,-121.31,1.23,0.07,20.0,32.18,90.8,1409,6.2,Splitter,245,8,8,2,0,S,2024
FS,2024-04-06,95.1,2.06,49.74,6.01,650556,500034,single,hit_into_play,2,L,R,0,0,-11.71,-3.25,0.68,2.54,-7.03,-135.43,-3.03,0.06,20.0,32.19,90.4,1304,6.2,Splitter,223,9,1,2,1,X,2024
FF,2024-04-06,101.3,2.03,50.02,6.06,650556,500035,,foul,13,L,R,2,1,-7.55,14.28,-1.12,2.72,-0.59,-120.7,8.2,0.04,20.0,32.11,96.3,2224,6.3,4-Seam Fastball,226,10,1,2,1,S,2024
FS,2024-04-06,94.3,2.11,49.56,5.95,650556,500036,,foul,7,L,R,1,0,-13.16,-3.81,-0.21,3.01,-2.24,-118.91,4.03,0.06,20.0,32.19,89.6,1359,6.2,Splitter,235,10,2,2,1,S,2024
FS,2024-04-06,95.0,1.8,49.73,6.02,650556,500037,,ball,11,R,R,1,1,-13.56,-3.97,-1.13,1.98,-0.59,-143.18,6.89,0.07,20.0,32.19,90.2,1266,6.6,Splitter,208,10,3,2,2,B,2024
FF,2024-04-06,102.2,1.72,49.9,5.82,650556,500038,field_out,hit_into_play,8,L,R,1,0,-5.68,16.15,-0.42,2.47,-3.58,-124.87,-4.03,0.03,20.0,32.1,97.1,2276,6.3,4-Seam Fastball,176,10,4,2,2,X,2024
FS,2024-04-06,92.8,1.9,50.6,5.84,650556,500039,,ball,8,R,R,2,1,-10.62,-5.88,-0.21,1.75,-3.81,-117.07,2.01,0.05,20.0,32.2,88.1,1337,6.4,Splitter,229,11,1,2,1,B,2024
FS,2024-04-06,95.7,2.02,50.25,6.08,650556,500040,,ball,12,R,R,3,0,-13.49,-5.65,-0.85,3.22,5.16,-125.11,6.8,0.06,20.0,32.2,90.9,1309,5.9,Splitter,223,11,2,2,0,B,2024
FF,2024-04-10,99.5,1.88,50.02,5.88,650556,500041,,ball,9,R,R,3,0,-7.5,15.42,0.69,2.69,-2.33,-125.77,-2.18,0.04,20.0,32.1,94.5,2326,6.5,4-Seam Fastball,208,11,3,2,0,B,2024
FS,2024-04-10,93.0,1.88,50.11,5.93,650556,500042,,foul,12,R,R,0,0,-11.5,-4.93,-1.08,1.55,-4.6,-133.27,11.04,0.06,20.0,32.2,88.4,1335,6.1,Splitter,208,11,4,2,2,S,2024
FF,2024-04-10,101.6,1.9,50.04,6.04,650556,500043,,ball,9,L,R,0,0,-7.69,14.9,0.73,2.1,-3.67,-124.64,-4.69,0.04,20.0,32.1,96.5,2286,6.0,4-Seam Fastball,224,11,5,2,2,B,2024
FS,2024-04-10,94.9,2.04,50.48,5.87,650556,500044,,foul,9,R,R,0,0,-10.42,-3.65,-0.33,2.48,-5.55,-132.23,3.82,0.05,20.0,32.19,90.1,1474,6.4,Splitter,230,11,6,2,0,S,2024
FS,2024-04-10,95.5,2.19,50.06,6.0,650556,500045,grounded_into_double_play,hit_into_play,14,R,R,0,0,-11.75,-2.56,-1.33,2.4,-1.32,-126.3,-1.55,0.06,20.0,32.19,90.7,1571,6.3,Splitter,221,11,7,2,2,X,2024
SL,2024-04-10,87.8,1.86,49.81,5.57,650556,500046,,called_strike,9,R,R,1,0,-2.06,-2.3,0.63,2.99,-5.29,-137.04,0.32,0.01,20.0,32.19,83.4,2514,6.2,Slider,89,12,1,2,0,S,2024
FS,2024-04-10,93.4,1.81,49.88,5.93,650556,500047,,foul,3,L,R,1,0,-14.0,-6.62,-0.44,2.81,3.68,-132.67,1.12,0.07,20.0,32.21,88.7,1459,6.0,Splitter,258,12,2,2,2,S,2024
FS,2024-04-10,92.2,2.02,49.94,5.91,650556,500048,,swinging_strike,3,R,R,0,0,-12.76,-3.8,-0.26,3.41,7.6,-136.54,-2.65,0.06,20.0,32.19,87.6,1376,5.7,Splitter,239,12,3,2,1,S,2024
FF,2024-04-10,102.7,2.06,49.89,6.07,650556,500049,,ball,14,R,R,3,0,-8.09,15.6,0.97,2.22,1.73,-110.56,7.84,0.04,20.0,32.1,97.6,2155,6.2,4-Seam Fastball,188,12,4,2,2,B,2024
FF,2024-04-10,100.3,2.3,49.91,6.13,650556,500050,,swinging_strike,12,L,R,3,0,-9.63,14.4,-0.69,3.83,5.35,-142.54,3.23,0.05,20.0,32.1,95.3,2414,6.0,4-Seam Fastball,212,12,5,2,1,S,2024
FF,2024-04-10,99.5,2.11,49.93,5.86,650556,500051,,ball,8,L,R,0,0,-6.85,14.19,0.27,1.94,4.59,-159.17,-5.82,0.03,20.0,32.11,94.5,2252,6.3,4-Seam Fastball,170,12,6,2,0,B,2024
FS,2024-04-10,94.9,1.96,50.31,5.83,650556,500052,,called_strike,12,R,R,2,1,-11.11,-0.95,-1.35,2.7,-0.09,-127.52,-4.76,0.05,20.0,32.18,90.2,1352,6.3,Splitter,237,12,7,2,0,S,2024
FF,2024-04-10,102.8,1.82,49.63,5.94,650556,500053,,swinging_strike,11,L,R,2,0,-5.21,13.53,1.05,1.78,-9.27,-132.94,5.09,0.03,20.0,32.11,97.7,2237,6.5,4-Seam Fastball,188,12,8,2,2,S,2024
FS,2024-04-10,94.0,1.86,49.57,6.02,650556,500054,strikeout,swinging_strike,12,R,R,1,2,-13.21,-4.71,-1.92,2.03,4.52,-131.79,10.06,0.06,20.0,32.2,89.3,1355,6.5,Splitter,214,13,1,3,1,S,2024
FS,2024-04-10,95.6,1.94,49.6,6.01,650556,500055,field_out,hit_into_play,14,L,R,1,1,-13.78,-3.86,-0.99,3.09,13.19,-149.98,0.05,0.07,20.0,32.19,90.8,1474,6.5,Splitter,213,14,1,3,0,X,2024
FF,2024-04-10,98.9,1.83,50.03,6.16,650556,500056,,ball,8,R,R,2,2,-8.43,15.27,-0.34,3.41,-8.71,-133.78,1.52,0.04,20.0,32.1,93.9,2237,6.1,4-Seam Fastball,192,15,1,3,1,B,2024
SL,2024-04-10,87.4,2.2,49.77,5.78,650556,500057,,ball,9,L,R,0,1,-0.05,-0.3,0.82,1.53,4.09,-112.4,-1.66,0.0,20.0,32.18,83.0,2492,6.1,Slider,110,15,2,3,2,B,2024
FF,2024-04-10,102.5,1.86,50.16,6.07,650556,500058,,ball,3,R,R,0,1,-6.53,13.67,-0.14,2.83,-4.38,-117.19,-0.65,0.03,20.0,32.11,97.4,2306,6.5,4-Seam Fastball,211,15,3,3,2,B,2024
FS,2024-04-10,93.9,1.9,50.04,6.0,650556,500059,,swinging_strike,1,R,R,3,0,-13.48,-2.78,0.23,3.16,6.45,-134.07,-5.61,0.06,20.0,32.19,89.2,1457,6.2,Splitter,192,15,4,3,0,S,2024
FS,2024-04-10,94.6,1.85,50.23,5.9,650556,500060,,foul,13,R,R,1,0,-12.98,-3.17,1.49,2.37,-3.83,-115.47,-1.06,0.06,20.0,32.19,89.9,1373,6.6,Splitter,225,15,5,3,0,S,2024
FF,2024-04-10,100.8,1.92,49.93,5.8,650556,500061,,ball,11,R,R,2,0,-9.03,15.02,1.01,2.99,-5.73,-127.58,0.65,0.04,20.0,32.1,95.7,2285,5.9,4-Seam Fastball,211,15,6,3,0,B,2024
FS,2024-04-11,94.4,2.3,50.15,5.81,650556,500062,,called_strike,12,L,R,0,0,-14.62,-3.95,-1.14,1.47,-4.42,-139.61,-6.37,0.07,20.0,32.19,89.6,1318,6.2,Splitter,214,15,7,3,1,S,2024
SL,2024-04-11,90.7,1.97,50.16,5.77,650556,500063,,ball,1,R,R,0,0,-3.29,1.14,0.15,2.67,-2.75,-117.56,1.59,0.02,20.0,32.17,86.1,2510,6.5,Slider,72,15,8,3,2,B,2024
FS,2024-04-11,94.4,2.05,49.53,6.04,650556,500064,,swinging_strike,6,L,R,2,1,-13.62,-3.55,-0.01,2.72,-9.53,-129.6,1.9,0.07,20.0,32.19,89.6,1444,6.0,Splitter,230,16,1,3,2,S,2024
FS,2024-04-11,93.4,2.08,49.71,5.94,650556,500065,field_out,hit_into_play,3,L,R,0,0,-10.78,-2.81,0.19,2.24,-2.27,-148.92,-11.62,0.05,20.0,32.19,88.8,1324,6.4,Splitter,215,16,2,3,1,X,2024
FS,2024-04-11,92.9,2.14,50.47,5.8,650556,500066,,ball,6,R,R,2,1,-9.35,-4.07,0.72,2.11,5.91,-147.48,2.39,0.04,20.0,32.19,88.3,1313,6.4,Splitter,217,17,1,3,1,B,2024
FS,2024-04-11,96.5,1.99,49.59,6.12,650556,500067,,foul,1,L,R,3,1,-12.13,-5.82,-0.59,2.92,-4.41,-133.27,-5.05,0.06,20.0,32.2,91.6,1463,6.4,Splitter,231,17,2,3,2,S,2024
FS,2024-04-11,94.5,1.88,50.35,5.9,650556,500068,,ball,4,R,R,1,0,-12.68,-2.61,-0.12,1.55,-0.28,-126.06,5.2,0.06,20.0,32.19,89.7,1351,6.3,Splitter,230,17,3,3,2,B,2024
FF,2024-04-11,101.9,1.86,49.99,5.93,650556,500069,field_out,hit_into_play,1,R,R,1,0,-8.07,13.33,-0.29,2.02,10.39,-127.91,0.12,0.04,20.0,32.11,96.8,2221,6.4,4-Seam Fastball,182,17,4,3,0,X,2024
FS,2024-04-11,94.7,1.87,49.72,5.89,650556,500070,,ball,7,R,R,2,0,-12.82,-2.11,0.11,2.3,0.77,-134.57,-4.25,0.06,20.0,32.18,90.0,1238,6.3,Splitter,182,18,1,3,1,B,2024
FS,2024-04-11,95.2,1.97,50.34,5.94,650556,500071,,foul,14,R,R,2,1,-10.13,-0.52,1.39,2.14,3.99,-121.36,2.62,0.05,20.0,32.18,90.5,1329,6.1,Splitter,245,18,2,3,2,S,2024
FF,2024-04-11,100.1,1.97,50.29,5.86,650556,500072,,foul,14,R,R,2,1,-8.48,13.97,-1.39,2.69,1.33,-126.31,-0.03,0.04,20.0,32.11,95.1,2191,6.0,4-Seam Fastball,205,18,3,3,0,S,2024
FS,2024-04-11,92.4,1.8,49.88,5.79,650556,500073,,ball,1,R,R,0,0,-13.93,-3.64,-0.16,3.05,-3.31,-127.45,2.74,0.07,20.0,32.19,87.8,1472,6.1,Splitter,253,18,4,3,1,B,2024
FS,2024-04-11,93.3,1.91,50.16,5.81,650556,500074,,called_strike,5,L,R,2,0,-13.68,-4.96,0.5,2.41,7.31,-130.77,7.69,0.07,20.0,32.2,88.7,1495,6.5,Splitter,226,18,5,3,2,S,2024
FF,2024-04-11,101.1,2.07,50.82,6.07,650556,500075,,ball,7,R,R,0,0,-7.14,11.68,0.21,2.66,6.04,-141.29,2.85,0.03,20.0,32.12,96.0,2398,6.4,4-Seam Fastball,206,18,6,3,2,B,2024
FF,2024-04-11,99.7,2.14,50.15,6.07,650556,500076,,foul_tip,7,L,R,0,1,-7.9,12.92,-0.48,1.8,-4.27,-140.71,-6.59,0.04,20.0,32.11,94.7,2256,6.2,4-Seam Fastball,164,18,7,3,2,S,2024
SL,2024-04-11,88.4,1.83,49.91,5.85,650556,500077,,called_strike,9,R,R,1,1,-3.71,1.87,0.28,2.5,-1.15,-135.92,5.6,0.02,20.0,32.17,83.9,2377,6.2,Slider,70,18,8,3,0,S,2024
FF,2024-04-11,101.2,1.93,50.31,5.95,650556,500078,,swinging_strike,5,R,R,0,1,-9.61,16.24,0.35,1.67,-3.42,-141.84,1.48,0.05,20.0,32.1,96.2,2374,6.3,4-Seam Fastball,192,19,1,4,2,S,2024
FF,2024-04-11,102.5,2.08,50.18,6.03,650556,500079,,ball,14,R,R,3,2,-4.97,16.24,0.84,1.35,2.86,-117.78,4.26,0.02,20.0,32.1,97.4,2144,6.2,4-Seam Fastball,203,19,2,4,2,B,2024
FS,2024-04-11,93.4,1.92,50.02,5.85,650556,500080,,swinging_strike,8,R,R,2,0,-12.91,-4.62,0.24,2.23,-1.36,-126.69,-1.71,0.06,20.0,32.2,88.7,1348,6.4,Splitter,235,19,3,4,1,S,2024
FS,2024-04-11,90.5,1.89,50.16,6.06,650556,500081,,ball,5,L,R,2,0,-15.06,-4.14,-0.54,3.44,7.7,-128.77,-6.45,0.07,20.0,32.19,86.0,1403,6.5,Splitter,225,19,4,4,2,B,2024
FF,2024-04-11,99.6,2.11,49.93,5.89,650556,500082,,ball,8,R,R,0,0,-8.81,14.75,0.68,2.32,3.12,-119.53,1.56,0.04,20.0,32.1,94.6,2373,6.0,4-Seam Fastball,190,19,5,4,1,B,2024
FF,2024-04-14,97.9,1.64,49.85,6.16,650556,500083,,called_strike,12,L,R,2,1,-9.95,16.48,-1.53,2.66,-10.42,-130.5,-4.31,0.05,20.0,32.09,93.0,2129,6.3,4-Seam Fastball,203,19,6,4,2,S,2024
SL,2024-04-14,90.2,1.85,49.42,5.59,650556,500084,,foul,11,L,R,1,0,0.24,1.66,1.25,2.4,0.07,-113.3,-4.62,-0.0,20.0,32.17,85.7,2595,6.0,Slider,94,19,7,4,2,S,2024
FF,2024-04-14,100.7,2.02,50.16,6.13,650556,500085,single,hit_into_play,13,L,R,3,0,-9.39,14.04,-0.99,2.07,-5.39,-132.73,-6.38,0.05,20.0,32.11,95.6,2329,6.2,4-Seam Fastball,209,19,8,4,1,X,2024
FS,2024-04-14,95.6,1.98,50.3,5.72,650556,500086,,called_strike,6,R,R,3,2,-14.23,-3.86,-0.04,1.78,-3.02,-130.76,-2.84,0.07,20.0,32.19,90.8,1398,6.0,Splitter,222,20,1,4,2,S,2024
FS,2024-04-14,95.0,2.09,49.92,6.06,650556,500087,,ball,1,R,R,2,1,-11.88,-3.66,0.71,2.85,-1.93,-127.39,-1.79,0.06,20.0,32.19,90.3,1377,6.4,Splitter,178,20,2,4,0,B,2024
FS,2024-04-14,95.1,1.92,49.82,5.96,650556,500088,,swinging_strike,6,L,R,1,1,-16.62,-1.95,0.25,2.92,-3.55,-131.24,2.28,0.08,20.0,32.18,90.3,1463,6.0,Splitter,251,20,3,4,2,S,2024
FS,2024-04-14,93.9,2.01,49.91,5.99,650556,500089,strikeout,swinging_strike,2,R,R,0,2,-13.9,-3.36,-0.68,2.79,-6.43,-144.54,-5.85,0.07,20.0,32.19,89.2,1320,6.1,Splitter,248,20,4,4,0,S,2024
FF,2024-04-14,99.5,1.62,49.53,5.96,650556,500090,,swinging_strike,3,R,R,1,0,-5.58,16.12,-0.39,1.84,-5.51,-143.71,-3.25,0.03,20.0,32.1,94.6,2360,6.0,4-Seam Fastball,188,21,1,4,0,S,2024
FS,2024-04-14,93.3,1.76,50.02,5.99,650556,500091,,foul,1,R,R,3,0,-12.27,-3.78,0.56,3.26,8.29,-118.12,5.78,0.06,20.0,32.19,88.7,1397,6.1,Splitter,208,21,2,4,1,S,2024
FF,2024-04-14,101.9,2.01,49.96,5.99,650556,500092,field_out,hit_into_play,4,R,R,0,1,-8.25,15.74,-0.54,2.57,-8.92,-116.04,-1.98,0.04,20.0,32.1,96.8,2468,6.1,4-Seam Fastball,177,21,3,4,2,X,2024
FS,2024-04-14,94.5,2.01,50.2,5.78,650556,500093,,blocked_ball,8,R,R,0,1,-11.19,-3.73,-0.06,2.36,3.92,-112.92,3.41,0.05,20.0,32.19,89.8,1432,6.0,Splitter,238,22,1,4,1,X,2024
FF,2024-04-14,102.4,2.15,50.03,6.03,650556,500094,,foul,9,R,R,0,1,-7.11,11.5,0.61,3.03,8.15,-127.38,0.61,0.03,20.0,32.12,97.3,2369,6.1,4-Seam Fastball,200,22,2,4,2,S,2024
SL,2024-04-14,91.0,1.77,49.82,5.74,650556,500095,strikeout,swinging_strike,14,R,R,2,2,-1.8,1.01,-1.08,4.22,-2.82,-127.98,0.88,0.01,20.0,32.17,86.5,2331,6.0,Slider,62,22,3,4,0,S,2024
FS,2024-04-14,96.5,1.91,49.81,5.98,650556,500096,double,hit_into_play,2,L,R,2,0,-12.78,-2.96,-0.5,2.24,-1.62,-150.07,1.0,0.06,20.0,32.19,91.7,1276,6.0,Splitter,218,23,1,4,2,X,2024
FS,2024-04-14,97.3,1.97,49.72,6.1,650556,500097,,foul,13,R,R,2,1,-12.68,1.34,-1.26,2.61,1.96,-126.53,0.67,0.06,20.0,32.17,92.4,1456,6.2,Splitter,190,24,1,4,2,S,2024
FF,2024-04-14,99.4,1.77,49.79,5.96,650556,500098,,swinging_strike,11,L,R,0,0,-5.65,12.54,1.34,2.26,0.68,-119.65,-9.95,0.03,20.0,32.11,94.5,2169,6.0,4-Seam Fastball,194,24,2,4,2,S,2024
FF,2024-04-14,101.3,1.92,49.98,5.97,650556,500099,,foul_tip,3,L,R,2,1,-7.39,12.14,-0.68,3.09,2.91,-112.62,4.74,0.04,20.0,32.12,96.2,2298,6.7,4-Seam Fastball,186,24,3,4,1,S,2024
SL,2024-04-14,85.9,2.03,50.0,5.84,650556,500000,,ball,8,L,R,2,0,-2.0,-1.63,-0.17,2.52,5.27,-130.9,4.95,0.01,20.0,32.18,81.6,2396,6.2,Slider,72,24,4,4,2,B,2024
FS,2024-04-14,93.5,2.04,50.22,5.86,650556,500001,,ball,8,R,R,2,0,-13.3,-4.25,0.07,3.39,-1.01,-155.56,10.02,0.06,20.0,32.19,88.8,1236,6.2,Splitter,234,24,5,4,0,B,2024
FS,2024-04-14,95.4,1.87,50.52,5.77,650556,500002,,ball,8,R,R,2,0,-9.89,-4.85,0.16,2.28,13.77,-117.7,-12.84,0.05,20.0,32.2,90.6,1328,6.3,Splitter,208,24,6,4,2,B,2024
FF,2024-04-14,101.8,1.92,49.82,5.94,650556,500003,,ball,9,R,R,3,1,-8.45,16.36,-0.19,2.26,0.19,-148.17,9.27,0.04,20.0,32.1,96.7,2329,6.3,4-Seam Fastball,190,24,7,4,1,B,2024
FS,2024-04-18,96.1,2.06,50.62,5.86,650556,500004,field_out,hit_into_play,6,R,R,1,0,-14.17,-4.09,0.21,3.15,6.56,-125.61,-9.09,0.07,20.0,32.19,91.3,1353,6.4,Splitter,228,24,8,4,1,X,2024
FS,2024-04-18,94.5,2.14,49.88,6.0,650556,500005,,ball,1,L,R,0,0,-11.91,-0.8,0.09,2.77,0.29,-128.48,-3.13,0.06,20.0,32.18,89.8,1372,6.1,Splitter,248,25,1,5,2,B,2024
FF,2024-04-18,99.1,1.94,50.09,5.81,650556,500006,,ball,3,L,R,0,2,-5.79,14.04,-0.23,2.4,0.55,-134.11,2.0,0.03,20.0,32.11,94.2,2257,6.4,4-Seam Fastball,195,25,2,5,2,B,2024
FF,2024-04-18,101.1,2.08,49.85,5.91,650556,500007,,ball,3,R,R,0,1,-8.17,14.37,0.07,3.2,-1.94,-141.0,-3.59,0.04,20.0,32.11,96.0,2085,6.2,4-Seam Fastball,220,25,3,5,0,B,2024
FS,2024-04-18,94.1,1.85,50.06,5.96,650556,500008,,called_strike,3,R,R,0,1,-11.43,-4.39,0.38,1.7,-4.24,-125.61,2.97,0.05,20.0,32.2,89.4,1461,6.3,Splitter,207,25,4,5,0,S,2024
