pitch_type,game_date,release_speed,release_pos_x,release_pos_y,release_pos_z,pitcher,batter,events,description,zone,stand,p_throws,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name,spin_axis,at_bat_number,pitch_number,inning,outs_when_up,type,season
FF,2024-04-01,95.9,-1.89,50.34,5.8,669373,500014,home_run,hit_into_play,9,R,L,2,0,8.65,15.59,-0.19,1.96,5.48,-140.45,13.89,-0.04,20.0,32.1,91.1,2533,6.1,4-Seam Fastball,182,4,2,1,0,X,2024
CH,2024-04-01,90.0,-2.0,49.82,5.87,669373,500015,,ball,3,R,L,0,2,13.2,6.12,0.1,2.0,5.92,-120.31,-1.69,-0.06,20.0,32.14,85.5,1631,6.2,Changeup,248,5,1,1,0,B,2024
FF,2024-04-01,98.0,-2.07,49.62,5.7,669373,500016,,ball,7,L,L,2,2,7.03,17.48,-0.82,2.57,-1.51,-124.07,7.3,-0.03,20.0,32.09,93.1,2334,6.2,4-Seam Fastball,210,5,2,1,1,B,2024
SL,2024-04-01,86.0,-2.03,50.01,5.64,669373,500017,,ball,14,L,L,0,2,1.21,1.84,0.88,2.02,-11.79,-108.15,1.29,-0.01,20.0,32.17,81.7,2690,6.3,Slider,87,5,3,1,2,B,2024
FF,2024-04-01,97.5,-2.0,50.66,5.73,669373,500018,,swinging_strike,9,L,L,0,1,4.41,17.09,-0.15,2.15,-2.69,-131.79,-0.08,-0.02,20.0,32.09,92.6,2242,5.8,4-Seam Fastball,194,5,4,1,1,S,2024
SL,2024-04-01,85.6,-1.88,50.76,5.76,669373,500019,,blocked_ball,12,R,L,0,1,-0.75,3.18,0.7,3.76,-8.15,-134.63,1.3,0.0,20.0,32.16,81.3,2538,6.3,Slider,72,5,5,1,1,X,2024
SL,2024-04-01,85.6,-2.15,49.94,5.68,669373,500020,,ball,12,L,L,3,1,-0.44,3.83,0.83,2.58,-0.6,-127.68,-3.32,0.0,20.0,32.16,81.3,2675,6.2,Slider,67,5,6,1,0,B,2024
SL,2024-04-01,86.5,-1.99,50.3,5.55,669373,500021,,called_strike,11,L,L,0,2,1.6,2.04,-1.51,2.33,-6.14,-139.94,6.18,-0.01,20.0,32.16,82.2,2731,5.8,Slider,76,5,7,1,2,S,2024
SL,2024-04-01,86.3,-1.85,49.79,5.82,669373,500022,,foul,11,R,L,0,2,0.49,2.97,1.19,1.47,-6.4,-125.46,-1.5,-0.0,20.0,32.16,81.9,2516,6.5,Slider,87,5,8,1,1,S,2024
SL,2024-04-01,85.8,-2.09,49.68,5.75,669373,500023,field_out,hit_into_play,3,L,L,0,1,3.52,3.71,0.11,3.37,5.13,-150.63,0.42,-0.02,20.0,32.16,81.6,2879,6.0,Slider,87,6,1,1,1,X,2024
SL,2024-04-01,85.1,-2.07,50.19,5.75,669373,500024,,swinging_strike,4,R,L,2,0,2.47,0.62,0.04,2.53,1.32,-126.56,-2.85,-0.01,20.0,32.17,80.9,2379,6.5,Slider,76,7,1,2,1,S,2024
FF,2024-04-01,97.1,-1.9,49.95,5.7,669373,500025,,ball,3,L,L,2,1,9.79,17.21,-0.51,2.19,4.73,-127.75,16.14,-0.05,20.0,32.09,92.3,2330,6.4,4-Seam Fastball,200,7,2,2,2,B,2024
FF,2024-04-01,98.1,-1.93,49.93,5.92,669373,500026,,ball,1,R,L,0,1,4.91,16.92,-0.22,2.05,-1.88,-131.67,0.39,-0.02,20.0,32.09,93.2,2218,6.2,4-Seam Fastball,182,7,3,2,0,B,2024
FF,2024-04-01,96.2,-2.12,49.96,5.94,669373,500027,,called_strike,7,R,L,1,0,5.98,16.56,0.14,2.34,11.48,-116.41,3.89,-0.03,20.0,32.09,91.4,2383,6.3,4-Seam Fastball,176,7,4,2,2,S,2024
SL,2024-04-01,83.8,-1.97,49.66,5.55,669373,500028,,foul,12,R,L,3,1,2.32,3.08,-0.54,4.14,6.04,-141.87,-6.01,-0.01,20.0,32.16,79.6,2661,6.1,Slider,98,7,5,2,2,S,2024
FF,2024-04-01,96.0,-2.09,50.29,5.86,669373,500029,,ball,13,R,L,0,0,7.87,17.12,2.15,2.88,-0.31,-123.65,-5.62,-0.04,20.0,32.09,91.2,2344,6.2,4-Seam Fastball,203,7,6,2,1,B,2024
FF,2024-04-01,96.6,-2.12,50.39,5.9,669373,500030,,called_strike,4,R,L,1,0,7.09,16.07,0.11,2.52,1.84,-125.03,-2.78,-0.03,20.0,32.1,91.8,2337,5.9,4-Seam Fastball,233,7,7,2,1,S,2024
SL,2024-04-01,87.1,-1.93,49.74,5.54,669373,500031,,ball,7,R,L,1,0,2.56,2.14,-0.32,2.31,3.31,-125.51,-2.72,-0.01,20.0,32.16,82.8,2680,6.2,Slider,63,7,8,2,0,B,2024
FF,2024-04-01,95.4,-2.08,50.05,5.66,669373,500032,,foul,3,L,L,2,1,4.86,14.25,0.11,2.62,-1.53,-135.97,0.89,-0.02,20.0,32.11,90.6,2374,6.1,4-Seam Fastball,210,8,1,2,2,S,2024
SL,2024-04-01,89.2,-2.13,49.81,5.74,669373,500033,,ball,14,L,L,3,1,1.97,1.78,-1.37,3.16,-5.99,-113.37,-1.27,-0.01,20.0,32.17,84.7,2545,6.4,Slider,104,8,2,2,1,B,2024
FF,2024-04-01,95.9,-1.96,50.09,5.86,669373,500034,field_out,hit_into_play,6,R,L,3,2,9.61,15.69,-0.47,3.04,8.57,-118.72,-6.69,-0.05,20.0,32.1,91.1,2543,6.1,4-Seam Fastball,191,8,3,2,0,X,2024
FF,2024-04-01,98.0,-2.31,49.78,5.72,669373,500035,field_out,hit_into_play,7,R,L,2,1,7.42,14.72,-0.47,3.0,-1.07,-117.81,8.24,-0.04,20.0,32.1,93.1,2602,6.1,4-Seam Fastball,196,9,1,2,2,X,2024
SL,2024-04-01,85.7,-2.06,50.07,5.75,669373,500036,,foul,13,R,L,0,1,1.65,4.62,-2.25,2.7,4.17,-135.57,1.46,-0.01,20.0,32.15,81.4,2537,6.3,Slider,85,10,1,2,2,S,2024
FF,2024-04-01,95.7,-2.06,50.09,5.71,669373,500037,,foul,12,R,L,0,2,7.18,13.39,1.4,2.67,-4.3,-113.76,5.44,-0.03,20.0,32.11,90.9,2424,5.9,4-Seam Fastball,221,10,2,2,0,S,2024
FF,2024-04-01,96.5,-2.08,50.17,5.78,669373,500038,,foul,13,R,L,1,1,9.22,16.05,-1.71,2.9,4.99,-142.74,3.79,-0.04,20.0,32.1,91.7,2369,6.2,4-Seam Fastball,196,10,3,2,1,S,2024
CH,2024-04-01,87.6,-2.16,49.96,5.97,669373,500039,,ball,9,R,L,1,0,14.92,8.36,-0.34,1.75,-1.86,-131.32,-3.55,-0.07,20.0,32.13,83.2,1727,6.2,Changeup,226,10,4,2,0,B,2024
SL,2024-04-01,87.1,-2.13,50.55,5.77,669373,500040,,ball,6,L,L,1,0,-0.54,4.88,0.36,1.96,-4.15,-128.86,1.83,0.0,20.0,32.15,82.8,2769,6.5,Slider,78,10,5,2,0,B,2024
FF,2024-04-01,95.8,-2.14,49.68,5.79,669373,500041,,called_strike,14,R,L,2,0,6.48,18.53,-0.94,1.81,9.27,-133.23,-5.5,-0.03,20.0,32.09,91.0,2668,6.2,4-Seam Fastball,200,10,6,2,1,S,2024
FF,2024-04-01,97.6,-2.11,50.13,5.85,669373,500042,,ball,11,L,L,2,1,5.67,16.99,1.03,1.52,-2.74,-142.13,2.4,-0.03,20.0,32.09,92.7,2394,6.2,4-Seam Fastball,214,10,7,2,1,B,2024
FF,2024-04-01,97.9,-2.17,49.78,5.69,669373,500043,strikeout,swinging_strike,12,R,L,0,2,6.02,16.74,1.58,1.64,0.25,-133.33,-2.46,-0.03,20.0,32.09,93.0,2269,6.2,4-Seam Fastball,211,10,8,2,2,S,2024
SL,2024-04-01,87.0,-2.0,49.99,5.68,669373,500044,,ball,8,L,L,2,2,2.05,3.47,0.72,3.46,3.58,-129.76,10.29,-0.01,20.0,32.16,82.6,2677,6.3,Slider,63,11,1,2,0,B,2024
FF,2024-04-01,97.0,-2.09,50.02,5.91,669373,500045,,foul_tip,9,L,L,1,0,5.39,16.56,0.42,2.23,1.56,-134.42,-2.12,-0.03,20.0,32.09,92.1,2430,6.6,4-Seam Fastball,198,11,2,2,2,S,2024
FF,2024-04-01,96.9,-2.17,50.06,5.75,669373,500046,,foul,11,R,L,1,0,6.09,17.88,-1.79,3.91,-2.6,-141.42,6.02,-0.03,20.0,32.09,92.1,2458,6.0,4-Seam Fastball,172,11,3,2,2,S,2024
SL,2024-04-01,87.7,-2.09,49.93,5.8,669373,500047,,swinging_strike,1,R,L,1,0,2.63,6.02,-0.23,2.06,-1.57,-112.03,0.03,-0.01,20.0,32.15,83.4,2779,6.0,Slider,71,11,4,2,2,S,2024
SL,2024-04-01,84.1,-2.12,50.03,5.63,669373,500048,,called_strike,12,R,L,1,0,3.65,2.08,-0.92,2.98,7.41,-134.61,2.15,-0.02,20.0,32.16,79.9,2711,6.3,Slider,55,11,5,2,0,S,2024
SL,2024-04-01,88.0,-2.19,49.57,5.61,669373,500049,field_out,hit_into_play,11,R,L,3,1,3.36,5.7,-0.89,3.08,-8.36,-133.67,1.37,-0.02,20.0,32.15,83.6,2568,6.5,Slider,79,11,6,2,1,X,2024
SL,2024-04-01,87.0,-2.06,50.26,5.78,669373,500050,strikeout,swinging_strike,7,R,L,2,2,3.6,1.64,0.17,2.18,-1.78,-130.28,1.18,-0.02,20.0,32.17,82.6,2553,6.1,Slider,69,12,1,2,2,S,2024
FF,2024-04-01,98.5,-2.03,49.97,5.77,669373,500051,,foul,12,R,L,1,1,6.27,15.06,1.6,2.45,6.83,-119.27,4.12,-0.03,20.0,32.1,93.6,2344,6.1,4-Seam Fastball,168,13,1,3,0,S,2024
FF,2024-04-01,95.3,-2.01,49.64,5.75,669373,500052,,foul,4,R,L,0,0,5.67,15.25,0.2,2.19,-10.5,-122.6,0.75,-0.03,20.0,32.1,90.6,2525,5.8,4-Seam Fastball,187,13,2,3,1,S,2024
SL,2024-04-01,86.3,-1.73,50.02,5.78,669373,500053,,called_strike,7,R,L,1,1,2.01,3.77,0.67,2.58,0.1,-131.24,-2.1,-0.01,20.0,32.16,82.0,2926,6.6,Slider,64,13,3,3,0,S,2024
SL,2024-04-01,88.5,-1.99,49.64,5.72,669373,500054,strikeout,swinging_strike,1,L,L,3,2,1.9,5.32,0.65,3.09,-3.92,-114.22,0.01,-0.01,20.0,32.15,84.1,2710,6.2,Slider,74,13,4,3,2,S,2024
SL,2024-04-01,87.5,-1.91,50.22,5.48,669373,500055,,ball,8,L,L,0,1,3.65,2.21,0.21,2.84,-5.25,-126.67,-0.37,-0.02,20.0,32.16,83.2,2687,6.4,Slider,78,14,1,3,1,B,2024
FF,2024-04-01,97.6,-2.2,50.08,5.92,669373,500056,,ball,3,R,L,1,1,8.31,16.38,0.81,3.48,-1.14,-138.85,2.01,-0.04,20.0,32.1,92.7,2591,6.3,4-Seam Fastball,226,14,2,3,2,B,2024
SL,2024-04-01,85.8,-1.84,49.61,5.64,669373,500057,,foul,6,R,L,2,1,1.06,2.45,0.57,2.47,-9.34,-124.49,-0.49,-0.01,20.0,32.16,81.6,2631,6.1,Slider,81,14,3,3,1,S,2024
FF,2024-04-01,94.7,-2.11,49.71,5.86,669373,500058,,swinging_strike,13,R,L,1,1,9.35,15.8,-0.41,1.22,2.88,-124.0,2.67,-0.04,20.0,32.1,90.0,2350,6.1,4-Seam Fastball,223,14,4,3,2,S,2024
FF,2024-04-01,96.7,-2.12,50.23,5.81,669373,500059,,ball,2,L,L,0,0,8.01,13.8,-0.1,3.03,6.48,-126.67,0.09,-0.04,20.0,32.11,91.9,2632,6.4,4-Seam Fastball,227,14,5,3,1,B,2024
SL,2024-04-01,86.9,-2.19,49.77,5.8,669373,500060,,foul,14,L,L,0,0,2.58,2.04,0.85,2.28,-1.49,-133.72,2.11,-0.01,20.0,32.16,82.5,2766,6.5,Slider,81,14,6,3,1,S,2024
FF,2024-04-01,96.7,-1.92,50.28,5.71,669373,500061,,foul,12,R,L,2,0,4.97,17.11,1.68,2.57,5.44,-126.83,1.48,-0.02,20.0,32.09,91.8,2334,6.3,4-Seam Fastball,190,14,7,3,2,S,2024
FF,2024-04-01,96.5,-1.79,49.92,5.83,669373,500062,,called_strike,2,L,L,3,0,7.34,14.23,-0.49,1.59,4.99,-124.35,-4.17,-0.04,20.0,32.11,91.7,2424,6.1,4-Seam Fastball,205,14,8,3,2,S,2024
SL,2024-04-01,86.0,-1.85,49.7,5.81,669373,500063,,ball,11,L,L,0,0,1.84,2.33,1.61,1.83,3.27,-132.15,-0.31,-0.01,20.0,32.16,81.7,2452,6.1,Slider,80,15,1,3,0,B,2024
FF,2024-04-01,97.6,-1.89,50.03,5.75,669373,500064,,ball,13,R,L,0,0,5.83,15.1,-2.32,2.26,-4.11,-149.33,-4.27,-0.03,20.0,32.1,92.8,2459,6.3,4-Seam Fastball,202,15,2,3,2,B,2024
SL,2024-04-01,88.1,-1.8,49.61,5.65,669373,500065,home_run,hit_into_play,12,R,L,1,2,1.27,1.64,1.76,1.45,-0.4,-136.37,2.34,-0.01,20.0,32.17,83.7,2495,6.3,Slider,83,15,3,3,1,X,2024
SL,2024-04-01,85.2,-2.11,49.64,5.84,669373,500066,,ball,3,L,L,1,0,3.43,5.28,0.25,2.7,-1.74,-140.34,-2.2,-0.02,20.0,32.15,80.9,2693,6.1,Slider,71,16,1,3,0,B,2024
SL,2024-04-01,86.0,-2.12,49.82,5.82,669373,500067,,ball,6,L,L,3,1,4.91,3.41,-0.26,2.4,9.84,-130.51,4.22,-0.02,20.0,32.16,81.7,2911,6.3,Slider,86,16,2,3,0,B,2024
FF,2024-04-01,97.1,-2.01,50.23,5.96,669373,500068,,ball,9,L,L,1,0,6.63,16.39,0.54,2.38,-2.51,-122.1,0.9,-0.03,20.0,32.1,92.2,2390,6.3,4-Seam Fastball,230,16,3,3,2,B,2024
SL,2024-04-01,86.7,-2.06,50.4,5.67,669373,500069,,foul,4,R,L,3,1,0.05,2.62,0.42,1.71,-5.67,-127.71,-2.41,-0.0,20.0,32.16,82.4,2693,6.2,Slider,52,16,4,3,1,S,2024
SL,2024-04-01,83.1,-2.0,50.25,5.92,669373,500070,,swinging_strike,14,L,L,0,0,3.44,2.09,0.96,3.03,2.86,-133.64,3.71,-0.02,20.0,32.16,78.9,2553,6.2,Slider,85,16,5,3,1,S,2024
FF,2024-04-01,97.6,-2.19,49.32,5.82,669373,500071,,ball,7,L,L,3,2,6.16,14.88,0.15,1.89,3.51,-119.88,-0.62,-0.03,20.0,32.1,92.7,2283,6.4,4-Seam Fastball,204,16,6,3,2,B,2024
FF,2024-04-01,97.0,-2.05,50.07,5.88,669373,500072,,foul,4,L,L,2,0,6.66,18.66,0.65,2.63,9.87,-137.4,2.5,-0.03,20.0,32.08,92.2,2434,6.2,4-Seam Fastball,219,16,7,3,2,S,2024
FF,2024-04-01,97.4,-2.06,49.97,6.06,669373,500073,,ball,8,R,L,2,2,8.09,16.21,-0.18,2.94,10.82,-139.34,2.61,-0.04,20.0,32.1,92.5,2475,6.3,4-Seam Fastball,209,16,8,3,2,B,2024
FF,2024-04-01,94.3,-2.05,49.77,5.69,669373,500074,,swinging_strike,5,R,L,0,1,6.69,15.78,-0.07,2.07,0.45,-140.53,-0.48,-0.03,20.0,32.1,89.6,2314,6.2,4-Seam Fastball,221,17,1,3,1,S,2024
FF,2024-04-01,96.5,-2.09,50.16,5.85,669373,500075,,foul,2,L,L,0,0,6.6,16.46,-0.09,2.01,7.11,-141.38,-5.78,-0.03,20.0,32.09,91.7,2545,6.5,4-Seam Fastball,202,17,2,3,2,S,2024
FF,2024-04-01,97.9,-2.05,50.68,5.8,669373,500076,,foul,11,R,L,2,0,9.43,19.51,-0.93,2.48,2.35,-121.59,7.58,-0.05,20.0,32.08,93.0,2317,6.4,4-Seam Fastball,204,17,3,3,1,S,2024
SL,2024-04-01,85.5,-2.19,49.95,5.8,669373,500077,,ball,7,R,L,2,1,3.6,2.8,-0.03,2.44,-2.78,-128.65,-1.36,-0.02,20.0,32.16,81.3,2366,6.4,Slider,62,17,4,3,1,B,2024
SL,2024-04-01,85.7,-2.18,50.25,5.57,669373,500078,,foul,11,R,L,3,1,1.32,3.54,-2.12,2.13,-0.65,-130.82,4.28,-0.01,20.0,32.16,81.4,2934,6.2,Slider,98,17,5,3,2,S,2024
SL,2024-04-01,89.1,-2.11,50.4,5.56,669373,500079,,ball,8,R,L,2,2,0.7,3.67,-0.29,2.46,-9.74,-131.16,1.73,-0.0,20.0,32.16,84.7,2775,6.2,Slider,95,17,6,3,1,B,2024
SL,2024-04-01,86.6,-2.19,49.74,5.57,669373,500080,,ball,12,R,L,1,0,1.12,3.07,1.29,3.0,-3.02,-138.9,4.79,-0.01,20.0,32.16,82.3,2688,6.2,Slider,73,17,7,3,0,B,2024
SL,2024-04-01,87.7,-2.24,50.07,5.67,669373,500081,,swinging_strike,5,R,L,2,1,2.01,2.5,0.66,1.8,5.92,-116.76,-0.99,-0.01,20.0,32.16,83.3,2566,6.1,Slider,92,17,8,3,1,S,2024
SL,2024-04-01,87.9,-2.23,49.87,5.69,669373,500082,,foul,2,R,L,3,2,2.78,3.5,-0.34,2.92,-1.03,-136.62,-3.89,-0.01,20.0,32.16,83.6,2788,6.3,Slider,67,18,1,3,2,S,2024
FF,2024-04-01,98.8,-2.18,50.07,5.84,669373,500083,,foul,12,L,L,2,0,4.98,16.75,-1.1,2.76,-0.1,-120.26,-4.38,-0.02,20.0,32.09,93.9,2339,6.0,4-Seam Fastball,199,18,2,3,1,S,2024
FF,2024-04-01,98.2,-2.09,49.89,5.83,669373,500084,,ball,6,R,L,3,1,5.28,15.57,0.42,2.1,1.94,-156.42,5.09,-0.03,20.0,32.1,93.3,2610,6.0,4-Seam Fastball,224,18,3,3,0,B,2024
FF,2024-04-01,98.7,-2.01,49.94,5.86,669373,500085,,swinging_strike,11,R,L,1,0,6.28,12.87,-1.15,1.19,3.06,-123.31,-4.83,-0.03,20.0,32.11,93.7,2499,6.5,4-Seam Fastball,208,18,4,3,0,S,2024
FF,2024-04-01,97.6,-2.17,49.37,5.78,669373,500086,,called_strike,11,L,L,2,2,6.6,15.98,-1.57,1.71,-0.69,-142.14,-1.61,-0.03,20.0,32.1,92.8,2644,6.1,4-Seam Fastball,216,18,5,3,2,S,2024
FF,2024-04-01,97.5,-2.05,49.7,5.79,669373,500087,single,hit_into_play,13,R,L,1,1,7.69,11.09,-1.44,3.49,-5.82,-130.59,3.68,-0.04,20.0,32.12,92.6,2251,6.2,4-Seam Fastball,205,18,6,3,2,X,2024
SL,2024-04-01,86.7,-1.94,50.09,5.61,669373,500088,,ball,7,L,L,0,2,3.56,3.0,0.18,2.8,-3.55,-134.05,-0.96,-0.02,20.0,32.16,82.4,2563,6.4,Slider,33,19,1,4,1,B,2024
FF,2024-04-01,98.9,-2.18,49.56,5.87,669373,500089,,ball,12,L,L,0,2,7.09,15.26,-1.23,2.0,11.02,-120.34,-5.41,-0.03,20.0,32.1,94.0,2447,6.2,4-Seam Fastball,221,19,2,4,2,B,2024
FF,2024-04-03,96.3,-1.99,49.91,5.77,669373,500090,,blocked_ball,3,L,L,2,0,4.09,15.42,-0.51,2.04,-3.87,-135.06,6.62,-0.02,20.0,32.1,91.5,2359,6.1,4-Seam Fastball,199,19,3,4,1,X,2024
FF,2024-04-03,97.4,-1.94,49.12,5.72,669373,500091,,foul,12,R,L,0,1,6.77,14.34,1.53,3.24,-13.85,-132.07,-0.4,-0.03,20.0,32.11,92.5,2281,6.2,4-Seam Fastball,178,19,4,4,1,S,2024
FF,2024-04-03,94.8,-2.22,49.65,5.92,669373,500092,,called_strike,6,L,L,0,0,7.26,19.51,0.64,2.98,-4.4,-134.72,-2.52,-0.03,20.0,32.08,90.1,2147,6.3,4-Seam Fastball,205,19,5,4,0,S,2024
SL,2024-04-03,86.3,-1.61,50.33,5.88,669373,500093,field_out,hit_into_play,1,L,L,0,2,1.66,3.18,-0.59,2.35,-1.25,-142.34,6.9,-0.01,20.0,32.16,82.0,2606,6.3,Slider,67,19,6,4,0,X,2024
FF,2024-04-03,94.9,-1.91,49.72,5.97,669373,500094,,ball,14,R,L,2,1,6.77,17.95,-0.34,1.49,-2.08,-136.38,-3.99,-0.03,20.0,32.09,90.2,2232,6.0,4-Seam Fastball,215,20,1,4,1,B,2024
CH,2024-04-03,89.1,-2.3,49.92,5.81,669373,500095,,foul,5,R,L,1,1,13.62,5.57,-0.07,2.36,-2.84,-124.24,-0.77,-0.07,20.0,32.15,84.7,1692,6.4,Changeup,202,20,2,4,2,S,2024
FF,2024-04-03,97.0,-1.94,49.83,5.79,669373,500096,,ball,14,R,L,2,1,10.89,14.66,0.92,1.81,4.9,-122.99,12.86,-0.05,20.0,32.1,92.1,2410,6.2,4-Seam Fastball,200,20,3,4,0,B,2024
SL,2024-04-03,86.5,-2.18,49.74,5.7,669373,500097,,ball,9,R,L,0,1,3.64,2.03,0.47,1.81,-2.21,-114.43,7.27,-0.02,20.0,32.16,82.2,2521,6.7,Slider,90,20,4,4,1,B,2024
FF,2024-04-03,97.4,-2.03,50.07,5.74,669373,500098,,foul,4,L,L,2,0,7.37,15.83,-0.44,2.53,-1.7,-143.72,12.54,-0.04,20.0,32.1,92.5,2533,6.3,4-Seam Fastball,243,20,5,4,1,S,2024
FF,2024-04-03,96.8,-2.1,49.77,5.77,669373,500099,double,hit_into_play,12,L,L,2,0,5.63,16.75,-1.76,2.78,1.83,-130.46,7.68,-0.03,20.0,32.09,92.0,2274,6.3,4-Seam Fastball,207,20,6,4,0,X,2024
FF,2024-04-03,96.2,-2.05,50.43,5.81,669373,500000,,foul,6,L,L,3,0,7.85,15.45,-0.13,2.93,1.37,-128.6,-1.22,-0.04,20.0,32.1,91.4,2474,6.2,4-Seam Fastball,213,21,1,4,1,S,2024
SL,2024-04-03,85.3,-1.91,49.88,5.77,669373,500001,,swinging_strike,11,L,L,2,0,1.93,5.28,-0.15,1.45,-4.49,-135.05,-2.99,-0.01,20.0,32.15,81.1,2614,6.3,Slider,61,21,2,4,0,S,2024
FF,2024-04-03,97.4,-2.19,49.75,5.94,669373,500002,,called_strike,12,R,L,2,0,6.13,14.36,1.61,2.36,9.91,-129.65,7.54,-0.03,20.0,32.11,92.5,2267,6.4,4-Seam Fastball,226,21,3,4,2,S,2024
SL,2024-04-03,86.5,-1.94,50.46,5.6,669373,500003,strikeout,swinging_strike,7,R,L,1,2,2.28,2.42,0.07,2.95,-3.76,-122.05,0.5,-0.01,20.0,32.16,82.1,2590,6.1,Slider,77,21,4,4,1,S,2024
SL,2024-04-03,85.8,-2.21,49.46,5.71,669373,500004,force_out,hit_into_play,12,R,L,1,2,2.67,1.86,0.49,1.23,-2.13,-130.12,5.19,-0.01,20.0,32.17,81.5,2586,6.4,Slider,82,22,1,4,2,X,2024
FF,2024-04-03,98.0,-1.82,49.68,5.75,669373,500005,,foul,11,R,L,2,2,9.01,16.95,-1.91,2.82,1.56,-131.66,-2.64,-0.04,20.0,32.09,93.1,2487,6.1,4-Seam Fastball,174,23,1,4,0,S,2024
SL,2024-04-03,85.6,-2.15,49.87,5.57,669373,500006,single,hit_into_play,4,R,L,0,0,0.82,1.41,-0.77,2.62,-3.02,-140.07,-2.01,-0.0,20.0,32.17,81.3,2765,6.3,Slider,82,23,2,4,2,X,2024
SL,2024-04-03,85.6,-2.19,49.17,5.57,669373,500007,,ball,12,R,L,1,2,4.19,3.69,0.92,3.12,2.9,-146.19,-8.77,-0.02,20.0,32.16,81.3,2447,6.4,Slider,81,24,1,4,0,B,2024
