pitch_type,game_date,release_speed,release_pos_x,release_pos_y,release_pos_z,pitcher,batter,events,description,zone,stand,p_throws,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name,spin_axis,at_bat_number,pitch_number,inning,outs_when_up,type,season
FF,2022-04-01,97.4,1.94,50.18,6.14,650556,500010,field_out,hit_into_play,6,L,R,3,1,-9.25,13.27,0.01,3.41,4.24,-121.0,-0.25,0.04,20.0,32.11,92.5,2321,6.3,4-Seam Fastball,200,3,1,1,2,X,2022
FS,2022-04-01,94.7,1.8,50.13,5.99,650556,500011,,ball,14,R,R,2,1,-13.73,-4.62,1.07,3.8,5.45,-135.36,-0.72,0.07,20.0,32.2,89.9,1500,6.0,Splitter,221,4,1,1,2,B,2022
FS,2022-04-01,96.2,1.88,49.65,6.09,650556,500012,,ball,2,L,R,1,0,-13.38,-4.22,-0.31,1.67,3.79,-130.91,4.93,0.06,20.0,32.19,91.4,1436,6.0,Splitter,217,4,2,1,0,B,2022
FF,2022-04-01,103.3,1.97,50.24,6.07,650556,500013,,ball,11,R,R,2,1,-9.36,13.15,-0.11,3.51,1.39,-131.42,3.95,0.04,20.0,32.11,98.1,2337,6.1,4-Seam Fastball,187,4,3,1,0,B,2022
FS,2022-04-01,93.1,1.9,50.09,5.73,650556,500014,,ball,8,L,R,1,2,-11.82,-3.22,-0.01,2.31,-0.74,-126.15,-1.84,0.06,20.0,32.19,88.5,1485,6.4,Splitter,219,4,4,1,0,B,2022
FF,2022-04-01,100.5,2.12,50.29,6.06,650556,500015,strikeout,swinging_strike,1,R,R,3,2,-8.72,14.69,-0.25,2.39,-1.32,-131.52,2.31,0.04,20.0,32.1,95.5,2449,6.2,4-Seam Fastball,195,4,5,1,1,S,2022
FS,2022-04-01,95.2,2.25,49.92,5.9,650556,500016,,ball,12,R,R,1,0,-13.71,-3.81,0.87,2.69,4.82,-119.34,-1.32,0.07,20.0,32.19,90.4,1570,6.3,Splitter,217,5,1,1,2,B,2022
FS,2022-04-01,95.3,2.26,49.78,5.62,650556,500017,,ball,12,L,R,0,0,-11.29,-4.74,-1.5,2.11,5.96,-130.65,-2.31,0.05,20.0,32.2,90.5,1250,6.0,Splitter,218,5,2,1,0,B,2022
FF,2022-04-01,98.5,1.89,50.06,6.06,650556,500018,,foul,13,R,R,3,0,-7.25,14.43,0.51,3.52,6.56,-140.92,-6.55,0.03,20.0,32.1,93.6,2166,6.2,4-Seam Fastball,203,5,3,1,0,S,2022
FS,2022-04-01,93.7,1.9,49.99,5.94,650556,500019,,ball,4,L,R,1,1,-11.81,-4.26,0.38,2.62,-2.69,-129.94,-2.05,0.06,20.0,32.19,89.0,1546,6.3,Splitter,200,5,4,1,2,B,2022
SL,2022-04-06,84.8,1.88,49.92,5.67,650556,500020,,called_strike,13,L,R,3,1,-1.35,2.01,-1.04,2.43,0.26,-119.69,-4.84,0.01,20.0,32.16,80.6,2400,5.8,Slider,91,5,5,1,0,S,2022
FS,2022-04-06,93.3,1.77,49.95,5.87,650556,500021,,ball,5,L,R,1,2,-12.16,-6.74,0.24,2.4,2.16,-115.99,3.04,0.06,20.0,32.21,88.7,1401,6.2,Splitter,216,5,6,1,0,B,2022
FS,2022-04-06,95.1,1.89,49.95,6.0,650556,500022,,ball,12,R,R,0,0,-12.28,-4.28,-0.92,2.01,3.15,-117.79,-3.61,0.06,20.0,32.19,90.3,1276,6.4,Splitter,221,5,7,1,0,B,2022
FF,2022-04-06,99.5,1.99,50.19,5.86,650556,500023,,foul,7,L,R,2,2,-8.41,16.25,-0.51,1.51,3.46,-129.98,-8.67,0.04,20.0,32.1,94.6,2272,6.0,4-Seam Fastball,182,5,8,1,1,S,2022
FF,2022-04-06,100.7,2.02,50.26,6.04,650556,500024,field_out,hit_into_play,11,R,R,2,0,-8.35,14.0,1.23,2.16,-4.61,-140.63,-1.54,0.04,20.0,32.11,95.6,2189,5.7,4-Seam Fastball,204,6,1,1,1,X,2022
FS,2022-04-06,94.5,2.29,49.86,5.9,650556,500025,,ball,9,R,R,2,0,-13.8,-3.1,-0.38,1.77,0.37,-145.68,-6.46,0.07,20.0,32.19,89.8,1422,6.4,Splitter,197,7,1,2,2,B,2022
FS,2022-04-06,91.8,1.76,49.7,5.75,650556,500026,,ball,8,R,R,1,1,-14.6,-4.14,-0.42,3.37,0.02,-128.47,2.61,0.07,20.0,32.19,87.2,1546,6.2,Splitter,214,7,2,2,2,B,2022
FF,2022-04-06,100.3,1.96,50.13,5.92,650556,500027,,called_strike,6,R,R,3,0,-8.74,14.15,-0.1,1.51,-6.55,-106.1,-6.51,0.04,20.0,32.11,95.3,2355,5.7,4-Seam Fastball,220,7,3,2,1,S,2022
FS,2022-04-06,95.2,1.97,50.06,5.92,650556,500028,,foul,14,R,R,0,1,-11.96,-4.04,0.67,1.38,-2.47,-130.41,-3.98,0.06,20.0,32.19,90.4,1495,6.3,Splitter,225,7,4,2,0,S,2022
FS,2022-04-06,95.0,2.09,49.79,6.06,650556,500029,,foul,11,R,R,0,2,-13.83,-4.0,0.99,2.18,-4.47,-109.89,6.11,0.07,20.0,32.19,90.3,1387,6.6,Splitter,219,7,5,2,0,S,2022
FS,2022-04-06,94.3,1.91,49.8,6.08,650556,500030,,called_strike,2,R,R,1,1,-12.54,0.41,0.31,2.71,-5.78,-126.09,1.2,0.06,20.0,32.17,89.6,1487,6.6,Splitter,233,7,6,2,2,S,2022
FF,2022-04-06,96.6,2.27,50.41,6.23,650556,500031,,foul,7,L,R,1,0,-8.48,12.1,0.21,2.14,7.45,-118.46,-6.18,0.04,20.0,32.12,91.7,2410,6.4,4-Seam Fastball,207,7,7,2,0,S,2022
FF,2022-04-06,101.2,1.83,50.24,6.17,650556,500032,,called_strike,5,R,R,1,2,-11.21,12.29,-0.57,2.21,-6.86,-114.0,2.89,0.05,20.0,32.12,96.1,2303,6.0,4-Seam Fastball,207,7,8,2,0,S,2022
FS,2022-04-06,94.2,2.3,49.61,5.8,650556,500033,,ball,4,L,R,3,0,-13.6,-3.45,-0.22,2.99,-8.35,-146.25,5.59,0.07,20.0,32.19,89.5,1513,6.5,Splitter,225,8,1,2,1,B,2022
FF,2022-04-06,101.1,2.08,49.92,6.01,650556,500034,grounded_into_double_play,hit_into_play,5,L,R,0,0,-9.01,12.21,-0.4,1.86,6.77,-142.3,6.9,0.04,20.0,32.12,96.1,2103,6.2,4-Seam Fastball,194,8,2,2,2,X,2022
FS,2022-04-06,92.5,1.89,49.9,5.83,650556,500035,,ball,6,R,R,2,2,-14.21,-4.24,-0.24,2.21,-1.19,-125.21,4.61,0.07,20.0,32.19,87.9,1331,6.0,Splitter,214,9,1,2,1,B,2022
FF,2022-04-06,102.8,2.04,50.11,6.03,650556,500036,field_out,hit_into_play,3,R,R,1,0,-8.68,12.39,0.68,2.66,5.77,-132.83,10.31,0.04,20.0,32.11,97.7,2237,6.1,4-Seam Fastball,209,9,2,2,2,X,2022
FS,2022-04-06,93.7,1.92,49.64,5.87,650556,500037,triple,hit_into_play,2,L,R,1,2,-12.81,-2.82,-0.62,2.92,4.41,-127.47,-3.39,0.06,20.0,32.19,89.0,1460,6.4,Splitter,200,10,1,2,2,X,2022
FF,2022-04-06,101.7,1.98,50.17,5.98,650556,500038,,called_strike,2,L,R,2,2,-9.59,13.01,-0.48,2.1,-6.09,-131.85,0.99,0.05,20.0,32.11,96.6,2496,6.1,4-Seam Fastball,185,11,1,2,2,S,2022
FF,2022-04-06,102.1,1.94,50.57,5.99,650556,500039,,foul,11,R,R,2,2,-6.55,13.81,1.31,1.8,-4.77,-139.2,3.38,0.03,20.0,32.11,97.0,2222,6.1,4-Seam Fastball,214,11,2,2,1,S,2022
FS,2022-04-06,93.3,2.23,49.51,5.74,650556,500040,field_out,hit_into_play,8,R,R,2,2,-13.75,-5.84,-0.56,1.98,4.42,-123.76,-0.13,0.07,20.0,32.2,88.6,1421,5.9,Splitter,216,11,3,2,0,X,2022
FF,2022-04-11,100.5,2.22,49.98,5.96,650556,500041,,foul,1,L,R,2,1,-7.09,13.66,0.27,2.86,9.1,-126.13,-1.85,0.03,20.0,32.11,95.5,2362,6.1,4-Seam Fastball,192,12,1,2,2,S,2022
FS,2022-04-11,92.4,2.02,49.61,5.86,650556,500042,,ball,6,L,R,1,2,-12.92,-5.63,-0.61,2.76,-5.44,-128.86,1.63,0.06,20.0,32.2,87.8,1228,6.2,Splitter,222,12,2,2,1,B,2022
FS,2022-04-11,95.4,1.87,50.25,5.94,650556,500043,,called_strike,3,R,R,1,0,-11.97,-5.45,0.52,3.18,2.1,-124.97,0.13,0.06,20.0,32.2,90.7,1289,5.9,Splitter,241,12,3,2,2,S,2022
FS,2022-04-11,95.3,2.14,50.34,5.86,650556,500044,force_out,hit_into_play,12,R,R,0,2,-15.03,-2.4,0.8,3.66,-0.58,-139.66,5.65,0.07,20.0,32.19,90.6,1223,5.9,Splitter,198,12,4,2,2,X,2022
FS,2022-04-11,93.0,1.98,49.45,5.87,650556,500045,,foul_tip,8,R,R,1,2,-15.25,-2.14,0.41,3.39,2.94,-114.06,-0.23,0.07,20.0,32.18,88.4,1371,6.2,Splitter,207,13,1,3,1,S,2022
FS,2022-04-11,94.4,2.19,49.86,5.93,650556,500046,,ball,14,R,R,1,1,-14.3,-4.63,0.9,2.61,-1.01,-144.6,1.2,0.07,20.0,32.2,89.7,1387,6.0,Splitter,207,13,2,3,0,B,2022
FS,2022-04-11,93.5,1.97,49.94,5.84,650556,500047,,called_strike,13,R,R,3,2,-12.29,-2.9,-0.93,3.14,-6.02,-120.95,-4.89,0.06,20.0,32.19,88.9,1499,6.1,Splitter,225,13,3,3,1,S,2022
FS,2022-04-11,93.9,2.09,49.72,5.92,650556,500048,,swinging_strike,4,R,R,0,0,-13.86,-6.97,0.13,2.54,1.34,-137.45,2.8,0.07,20.0,32.21,89.2,1464,6.1,Splitter,229,13,4,3,0,S,2022
FS,2022-04-11,94.8,1.87,49.81,5.85,650556,500049,,ball,13,R,R,1,2,-11.71,-2.56,1.4,2.72,3.71,-155.05,-1.6,0.06,20.0,32.19,90.1,1456,6.0,Splitter,195,13,5,3,0,B,2022
FS,2022-04-11,95.7,1.9,49.91,5.76,650556,500050,,swinging_strike,1,R,R,2,0,-14.17,-3.01,-0.19,2.86,4.05,-122.01,-2.49,0.07,20.0,32.19,90.9,1441,6.4,Splitter,225,13,6,3,0,S,2022
FS,2022-04-11,92.4,1.88,50.03,5.83,650556,500051,,ball,12,L,R,0,0,-14.11,-3.75,1.23,3.22,4.2,-122.67,6.64,0.07,20.0,32.19,87.8,1421,6.2,Splitter,216,13,7,3,0,B,2022
FF,2022-04-11,102.0,2.17,50.01,6.01,650556,500052,field_out,hit_into_play,11,L,R,1,1,-7.95,16.37,-0.01,3.62,5.24,-137.63,1.0,0.04,20.0,32.1,96.9,2308,6.3,4-Seam Fastball,220,13,8,3,2,X,2022
FF,2022-04-11,100.4,2.04,50.19,6.09,650556,500053,,swinging_strike,13,L,R,3,1,-7.48,14.45,1.15,2.82,4.29,-122.89,-1.97,0.04,20.0,32.1,95.4,2217,6.0,4-Seam Fastball,169,14,1,3,0,S,2022
FS,2022-04-11,94.6,1.92,50.24,5.79,650556,500054,,foul,1,R,R,0,1,-13.55,-2.07,0.04,2.3,0.92,-146.17,-3.28,0.07,20.0,32.18,89.8,1442,6.0,Splitter,220,14,2,3,1,S,2022
FF,2022-04-11,100.4,1.91,49.53,6.06,650556,500055,,called_strike,9,R,R,2,1,-5.83,14.38,-0.29,3.09,3.83,-134.93,-0.19,0.03,20.0,32.1,95.4,2346,6.3,4-Seam Fastball,199,14,3,3,2,S,2022
FF,2022-04-11,103.7,1.9,49.95,6.06,650556,500056,,foul,8,L,R,1,0,-7.89,10.36,0.17,3.22,7.05,-124.66,3.71,0.04,20.0,32.12,98.5,2246,5.9,4-Seam Fastball,197,14,4,3,2,S,2022
FS,2022-04-11,93.0,1.85,49.84,5.92,650556,500057,,ball,12,L,R,0,1,-15.25,-0.62,-1.2,2.14,-0.28,-128.06,7.98,0.07,20.0,32.18,88.3,1261,6.4,Splitter,241,14,5,3,0,B,2022
FS,2022-04-11,93.5,2.08,49.69,5.69,650556,500058,,called_strike,13,R,R,1,2,-13.22,-2.21,-2.0,2.1,0.08,-155.04,-2.29,0.06,20.0,32.18,88.8,1475,6.3,Splitter,216,14,6,3,2,S,2022
FS,2022-04-11,95.3,1.99,49.9,5.8,650556,500059,,ball,13,R,R,2,2,-9.34,-3.01,-0.97,2.62,1.65,-138.61,-7.09,0.04,20.0,32.19,90.5,1387,6.2,Splitter,232,14,7,3,2,B,2022
FS,2022-04-11,94.5,1.82,49.99,5.66,650556,500060,,ball,5,R,R,3,1,-14.12,-4.9,-0.0,1.52,-5.79,-132.79,4.86,0.07,20.0,32.2,89.8,1362,6.0,Splitter,218,14,8,3,2,B,2022
FS,2022-04-11,94.7,2.03,50.08,5.93,650556,500061,field_out,hit_into_play,12,L,R,0,0,-13.18,-2.94,-1.66,1.87,-2.6,-128.06,-3.47,0.06,20.0,32.19,90.0,1364,6.4,Splitter,225,15,1,3,2,X,2022
FS,2022-04-12,92.8,2.03,50.16,5.94,650556,500062,,ball,6,R,R,2,1,-12.82,-1.49,-0.66,2.15,7.79,-134.16,-1.07,0.06,20.0,32.18,88.2,1543,5.9,Splitter,218,16,1,3,0,B,2022
FS,2022-04-12,93.3,2.0,50.32,6.01,650556,500063,,called_strike,13,L,R,1,0,-11.05,-5.06,-1.21,1.36,5.77,-141.94,7.78,0.05,20.0,32.2,88.6,1443,6.4,Splitter,216,16,2,3,2,S,2022
FS,2022-04-12,95.5,1.76,50.47,6.07,650556,500064,,blocked_ball,8,L,R,2,0,-13.16,-4.92,-0.1,3.4,6.11,-134.24,3.29,0.06,20.0,32.2,90.8,1326,6.2,Splitter,222,16,3,3,1,X,2022
FF,2022-04-12,101.3,1.85,49.64,6.08,650556,500065,,swinging_strike,11,L,R,1,1,-9.93,13.11,0.99,2.96,2.25,-129.78,7.48,0.05,20.0,32.11,96.3,2136,6.2,4-Seam Fastball,196,16,4,3,1,S,2022
FF,2022-04-12,98.6,2.04,49.62,6.03,650556,500066,,ball,11,L,R,0,0,-7.94,15.06,-1.84,3.61,9.0,-131.51,3.69,0.04,20.0,32.1,93.7,2216,6.2,4-Seam Fastball,208,16,5,3,2,B,2022
FF,2022-04-12,102.5,1.67,49.78,6.03,650556,500067,,ball,1,L,R,1,0,-9.46,12.43,0.28,3.04,-4.73,-130.83,-9.55,0.05,20.0,32.11,97.3,2442,6.2,4-Seam Fastball,187,16,6,3,2,B,2022
FS,2022-04-12,92.7,1.87,49.41,5.99,650556,500068,,ball,9,R,R,3,1,-12.97,-4.07,-0.19,3.05,-5.53,-130.49,-5.87,0.06,20.0,32.19,88.0,1431,6.1,Splitter,190,16,7,3,0,B,2022
FS,2022-04-12,97.1,1.99,50.39,5.89,650556,500069,,ball,8,L,R,3,0,-10.62,-3.68,-0.52,1.96,-1.76,-101.6,4.72,0.05,20.0,32.19,92.2,1356,6.2,Splitter,226,16,8,3,0,B,2022
FS,2022-04-12,94.8,1.79,49.86,5.79,650556,500070,,ball,8,L,R,3,2,-11.96,-4.32,-0.64,3.2,3.33,-134.28,4.17,0.06,20.0,32.19,90.1,1374,6.2,Splitter,217,17,1,3,1,B,2022
FF,2022-04-12,102.5,1.71,50.82,6.11,650556,500071,,ball,14,L,R,2,2,-9.43,12.61,-0.93,2.85,-1.9,-133.36,-1.75,0.05,20.0,32.11,97.3,2324,6.2,4-Seam Fastball,189,17,2,3,0,B,2022
FS,2022-04-12,93.4,2.18,50.05,5.95,650556,500072,strikeout,swinging_strike,9,L,R,0,2,-12.7,-2.57,-0.25,3.44,1.51,-132.74,8.35,0.06,20.0,32.19,88.7,1302,6.0,Splitter,218,17,3,3,2,S,2022
FS,2022-04-12,94.6,1.73,50.03,5.78,650556,500073,,foul,1,L,R,3,1,-11.86,-1.02,-0.68,2.6,4.17,-122.35,1.6,0.06,20.0,32.18,89.9,1465,6.1,Splitter,243,18,1,3,2,S,2022
FF,2022-04-12,103.8,2.07,49.85,5.87,650556,500074,,foul,4,R,R,1,2,-5.81,12.59,-0.18,2.07,-2.72,-135.83,-2.45,0.03,20.0,32.11,98.6,2271,5.9,4-Seam Fastball,197,18,2,3,0,S,2022
FS,2022-04-12,93.9,2.3,50.39,5.83,650556,500075,,foul,1,R,R,0,0,-13.72,-4.56,-0.17,3.17,6.29,-148.24,-5.21,0.07,20.0,32.2,89.2,1521,6.3,Splitter,210,18,3,3,1,S,2022
FS,2022-04-12,94.2,2.04,49.84,5.89,650556,500076,,swinging_strike,7,R,R,2,0,-10.88,-4.16,-0.33,1.7,0.69,-126.9,-1.6,0.05,20.0,32.19,89.5,1387,6.2,Splitter,217,18,4,3,2,S,2022
FS,2022-04-12,93.0,2.08,49.33,5.84,650556,500077,,swinging_strike,9,R,R,1,0,-15.43,-5.68,0.11,3.07,6.61,-130.62,-1.43,0.07,20.0,32.2,88.3,1415,6.5,Splitter,210,18,5,3,0,S,2022
FF,2022-04-12,99.3,2.12,50.42,6.11,650556,500078,,foul,7,L,R,1,1,-5.69,12.52,-0.54,2.16,6.68,-150.49,-8.12,0.03,20.0,32.11,94.3,2345,6.3,4-Seam Fastball,213,18,6,3,1,S,2022
FS,2022-04-12,94.4,1.76,50.65,5.68,650556,500079,,called_strike,3,R,R,3,2,-13.84,-4.66,0.16,2.08,-0.61,-130.06,-4.3,0.07,20.0,32.2,89.7,1420,6.4,Splitter,236,18,7,3,2,S,2022
FS,2022-04-12,95.9,2.1,50.11,5.85,650556,500080,grounded_into_double_play,hit_into_play,7,R,R,0,2,-13.07,-8.32,0.16,2.51,-8.31,-128.01,2.28,0.06,20.0,32.21,91.1,1215,6.1,Splitter,227,18,8,3,2,X,2022
FF,2022-04-12,101.5,1.83,50.26,6.05,650556,500081,,foul,1,R,R,1,2,-5.96,11.73,-0.41,3.3,-8.67,-145.81,-3.75,0.03,20.0,32.12,96.4,2373,6.3,4-Seam Fastball,211,19,1,4,2,S,2022
FF,2022-04-12,99.2,2.18,49.87,6.06,650556,500082,,foul,5,L,R,0,1,-8.54,16.4,0.01,2.37,-3.11,-131.93,1.27,0.04,20.0,32.1,94.2,2186,6.1,4-Seam Fastball,170,19,2,4,0,S,2022
FS,2022-04-17,92.9,2.08,50.05,6.04,650556,500083,,called_strike,4,L,R,1,0,-13.2,-3.06,0.39,2.54,4.26,-143.45,10.44,0.06,20.0,32.19,88.2,1396,6.5,Splitter,228,19,3,4,1,S,2022
FS,2022-04-17,94.9,1.9,49.96,5.84,650556,500084,,called_strike,6,L,R,2,1,-11.01,-1.43,0.35,2.31,1.74,-131.58,2.17,0.05,20.0,32.18,90.1,1428,6.1,Splitter,246,19,4,4,0,S,2022
FS,2022-04-17,92.5,2.1,50.13,5.92,650556,500085,,swinging_strike,9,L,R,1,0,-15.02,-3.58,-0.31,2.52,8.75,-118.53,-6.79,0.07,20.0,32.19,87.9,1238,6.3,Splitter,209,19,5,4,0,S,2022
FS,2022-04-17,95.6,2.09,49.88,5.89,650556,500086,,called_strike,14,R,R,2,2,-14.58,-4.68,-1.04,2.53,-0.4,-130.81,1.38,0.07,20.0,32.2,90.8,1386,6.3,Splitter,235,19,6,4,2,S,2022
FS,2022-04-17,94.1,2.12,49.93,5.88,650556,500087,,foul,11,L,R,0,0,-13.75,-6.19,0.84,2.11,-7.1,-115.45,-1.43,0.07,20.0,32.2,89.4,1336,6.5,Splitter,225,19,7,4,2,S,2022
FS,2022-04-17,95.3,2.21,49.87,5.84,650556,500088,force_out,hit_into_play,3,R,R,2,0,-13.46,-5.98,-0.26,2.62,-6.7,-125.75,0.25,0.06,20.0,32.2,90.5,1438,5.8,Splitter,222,19,8,4,2,X,2022
FF,2022-04-17,100.0,1.83,50.34,5.97,650556,500089,,called_strike,12,R,R,0,0,-7.3,12.71,1.1,3.61,0.45,-148.01,-6.79,0.04,20.0,32.11,95.0,2398,6.4,4-Seam Fastball,192,20,1,4,2,S,2022
FS,2022-04-17,94.9,1.95,50.2,5.79,650556,500090,,ball,8,R,R,1,0,-14.12,-2.59,-0.17,2.33,-8.98,-132.3,1.12,0.07,20.0,32.19,90.1,1508,6.2,Splitter,202,20,2,4,0,B,2022
FS,2022-04-17,94.8,1.91,49.69,5.81,650556,500091,field_out,hit_into_play,11,L,R,2,2,-12.04,-1.11,1.36,3.06,-0.19,-128.56,5.15,0.06,20.0,32.18,90.0,1365,6.5,Splitter,246,20,3,4,2,X,2022
FS,2022-04-17,95.0,1.84,49.96,5.74,650556,500092,,foul,5,L,R,1,0,-13.99,-3.04,0.35,1.99,-4.14,-117.14,2.57,0.07,20.0,32.19,90.3,1354,6.2,Splitter,223,21,1,4,1,S,2022
FF,2022-04-17,101.6,2.02,49.73,5.85,650556,500093,,called_strike,14,R,R,1,1,-7.76,14.33,-1.19,2.32,-1.93,-139.45,-7.46,0.04,20.0,32.11,96.5,2372,6.3,4-Seam Fastball,175,21,2,4,2,S,2022
FS,2022-04-17,95.8,1.9,50.19,5.99,650556,500094,,foul,5,L,R,1,2,-13.53,-4.97,0.82,2.47,-11.37,-128.59,6.37,0.06,20.0,32.2,91.0,1374,6.1,Splitter,218,21,3,4,0,S,2022
FF,2022-04-17,100.7,2.19,49.93,6.02,650556,500095,,swinging_strike,2,R,R,2,0,-6.06,11.55,-0.43,2.5,-5.82,-138.44,-4.52,0.03,20.0,32.12,95.7,2362,6.1,4-Seam Fastball,222,21,4,4,0,S,2022
FF,2022-04-17,100.7,2.0,49.72,6.17,650556,500096,,ball,12,L,R,0,1,-9.6,15.37,1.12,2.3,1.65,-118.57,6.27,0.05,20.0,32.1,95.7,2290,6.0,4-Seam Fastball,210,21,5,4,2,B,2022
SL,2022-04-17,89.4,1.94,49.82,5.73,650556,500097,,called_strike,14,R,R,1,0,-1.99,0.76,-0.91,2.49,-2.42,-138.76,3.97,0.01,20.0,32.17,84.9,2588,5.9,Slider,89,21,6,4,0,S,2022
FS,2022-04-17,95.2,2.22,50.3,5.87,650556,500098,,called_strike,14,L,R,1,0,-12.53,-4.94,-1.34,2.66,6.94,-135.18,-3.84,0.06,20.0,32.2,90.4,1450,5.8,Splitter,212,21,7,4,1,S,2022
FF,2022-04-17,99.2,2.16,49.97,6.1,650556,500099,,called_strike,7,R,R,3,1,-8.95,11.71,0.28,2.52,1.09,-124.57,-0.1,0.04,20.0,32.12,94.2,2418,6.2,4-Seam Fastball,163,21,8,4,2,S,2022
FS,2022-04-17,93.3,1.99,50.44,5.96,650556,500000,,foul,12,R,R,0,0,-11.98,-3.57,0.71,1.48,-1.2,-139.99,-10.05,0.06,20.0,32.19,88.6,1316,5.5,Splitter,226,22,1,4,1,S,2022
FF,2022-04-17,99.6,1.81,50.25,6.19,650556,500001,,ball,1,L,R,0,1,-8.63,12.66,-0.39,2.35,-1.89,-115.63,-0.45,0.04,20.0,32.11,94.6,2340,6.1,4-Seam Fastball,212,22,2,4,2,B,2022
FS,2022-04-17,95.8,1.88,49.82,5.87,650556,500002,,ball,6,R,R,1,1,-13.62,-5.92,-0.78,2.83,5.12,-124.82,-1.66,0.07,20.0,32.2,91.0,1496,6.0,Splitter,191,22,3,4,2,B,2022
FF,2022-04-17,99.1,2.04,49.92,6.11,650556,500003,,foul,12,L,R,3,1,-6.89,14.13,-1.71,1.82,-9.37,-132.66,1.89,0.03,20.0,32.11,94.1,2388,6.2,4-Seam Fastball,183,22,4,4,1,S,2022
FF,2022-04-21,101.4,2.03,50.36,6.0,650556,500004,,foul,8,L,R,0,0,-7.88,13.23,-0.09,2.32,-5.8,-123.2,-7.48,0.04,20.0,32.11,96.3,2390,6.0,4-Seam Fastball,196,22,5,4,1,S,2022
FF,2022-04-21,102.7,1.98,50.12,5.84,650556,500005,,swinging_strike,2,R,R,1,0,-7.61,13.59,0.06,2.97,-2.43,-124.25,-2.3,0.04,20.0,32.11,97.5,2182,6.5,4-Seam Fastball,196,22,6,4,1,S,2022
FF,2022-04-21,100.9,1.93,50.07,5.91,650556,500006,home_run,hit_into_play,2,R,R,3,2,-8.34,13.65,-0.39,2.91,1.48,-132.77,1.37,0.04,20.0,32.11,95.9,2111,6.3,4-Seam Fastball,199,22,7,4,1,X,2022
FS,2022-04-21,93.1,1.63,50.43,5.95,650556,500007,,ball,4,R,R,3,1,-14.03,-1.05,0.71,2.66,-7.18,-115.26,-4.53,0.07,20.0,32.18,88.5,1345,6.5,Splitter,224,23,1,4,1,B,2022
FF,2022-04-21,101.2,2.02,50.3,5.86,650556,500008,,ball,14,R,R,3,0,-7.44,15.74,0.85,2.74,0.1,-128.22,-0.73,0.04,20.0,32.1,96.1,2394,6.2,4-Seam Fastball,184,23,2,4,0,B,2022
