pitch_type,game_date,release_speed,release_pos_x,release_pos_y,release_pos_z,pitcher,batter,events,description,zone,stand,p_throws,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,pitch_name,spin_axis,at_bat_number,pitch_number,inning,outs_when_up,type,season
FF,2020-04-01,93.3,-2.15,50.47,5.64,669373,500015,,ball,7,R,L,0,0,6.9,13.82,-0.78,3.2,2.54,-126.22,-3.83,-0.03,20.0,32.11,88.6,2488,6.1,4-Seam Fastball,182,4,4,1,0,B,2020
SL,2020-04-01,87.0,-1.71,49.92,5.57,669373,500016,,ball,2,R,L,1,0,-0.95,3.04,-0.18,2.72,-6.89,-123.63,1.35,0.0,20.0,32.16,82.7,2833,6.5,Slider,68,4,5,1,1,B,2020
SL,2020-04-01,86.7,-2.01,49.9,5.85,669373,500017,,swinging_strike,4,R,L,0,1,-2.06,1.56,-0.28,3.14,-8.25,-122.32,-2.81,0.01,20.0,32.17,82.4,2731,6.0,Slider,67,4,6,1,1,S,2020
FF,2020-04-01,96.4,-2.6,49.54,5.86,669373,500018,,ball,2,L,L,2,0,7.98,17.55,0.35,2.01,-0.09,-139.82,-2.43,-0.04,20.0,32.09,91.6,2505,6.1,4-Seam Fastball,202,4,7,1,0,B,2020
FF,2020-04-01,96.1,-2.25,50.14,5.68,669373,500019,,blocked_ball,1,R,L,3,0,6.74,17.42,-0.2,1.56,3.58,-141.51,6.74,-0.03,20.0,32.09,91.3,2349,6.5,4-Seam Fastball,217,4,8,1,0,X,2020
FF,2020-04-01,97.2,-2.1,49.48,5.73,669373,500020,,ball,1,R,L,0,2,5.11,13.92,0.01,3.42,-1.17,-101.91,-2.02,-0.02,20.0,32.11,92.3,2517,6.5,4-Seam Fastball,190,5,1,1,1,B,2020
FF,2020-04-01,98.2,-2.0,50.29,5.96,669373,500021,,called_strike,14,L,L,1,0,5.79,16.67,1.06,3.01,-0.83,-128.84,-2.69,-0.03,20.0,32.09,93.3,2323,6.5,4-Seam Fastball,225,5,2,1,0,S,2020
FF,2020-04-01,94.8,-2.08,50.07,5.79,669373,500022,strikeout,swinging_strike,5,R,L,3,2,4.92,17.18,-0.5,2.3,-8.64,-141.05,-3.22,-0.02,20.0,32.09,90.0,2352,5.8,4-Seam Fastball,195,5,3,1,2,S,2020
SL,2020-04-01,86.0,-1.92,50.05,5.66,669373,500023,,ball,3,R,L,3,1,1.86,3.65,0.18,3.01,-6.04,-123.72,3.94,-0.01,20.0,32.16,81.7,2478,5.9,Slider,99,6,1,1,2,B,2020
SL,2020-04-01,86.9,-2.13,49.33,5.61,669373,500024,,swinging_strike,11,L,L,2,0,5.05,5.43,-1.06,2.93,9.07,-120.42,-3.73,-0.02,20.0,32.15,82.6,2611,6.1,Slider,97,6,2,1,0,S,2020
SL,2020-04-01,86.1,-1.61,50.16,5.59,669373,500025,,ball,13,R,L,3,2,4.3,2.65,1.11,1.95,-4.79,-132.12,0.33,-0.02,20.0,32.16,81.8,2468,5.9,Slider,90,6,3,1,0,B,2020
SL,2020-04-01,87.0,-1.66,49.93,5.66,669373,500026,field_out,hit_into_play,2,R,L,2,2,2.77,2.34,0.18,2.1,5.03,-137.67,1.6,-0.01,20.0,32.16,82.7,2688,6.2,Slider,74,6,4,1,1,X,2020
FF,2020-04-01,98.2,-1.99,49.93,5.65,669373,500027,,foul_tip,9,L,L,2,2,4.64,15.97,-0.46,2.26,8.24,-134.87,2.84,-0.02,20.0,32.1,93.3,2315,5.9,4-Seam Fastball,219,7,1,2,0,S,2020
FF,2020-04-01,98.1,-2.2,50.17,5.64,669373,500028,,ball,11,L,L,1,1,6.96,12.25,-1.79,2.27,-11.43,-129.86,-7.11,-0.03,20.0,32.12,93.2,2402,6.0,4-Seam Fastball,194,7,2,2,0,B,2020
SL,2020-04-01,86.7,-2.17,49.56,5.88,669373,500029,,called_strike,2,R,L,3,0,0.76,1.82,0.38,1.84,5.92,-126.91,-2.75,-0.0,20.0,32.17,82.3,2938,6.1,Slider,66,7,3,2,2,S,2020
FF,2020-04-01,98.5,-2.03,49.76,5.66,669373,500030,,foul,9,R,L,1,0,5.67,16.36,0.42,1.85,-1.06,-115.32,6.83,-0.03,20.0,32.1,93.6,2229,6.3,4-Seam Fastball,182,7,4,2,2,S,2020
FF,2020-04-01,96.6,-1.99,49.82,5.8,669373,500031,field_out,hit_into_play,12,R,L,0,2,6.23,18.44,-0.39,1.31,-1.83,-137.68,-3.84,-0.03,20.0,32.09,91.7,2299,5.9,4-Seam Fastball,187,7,5,2,1,X,2020
FF,2020-04-01,96.7,-2.24,49.39,5.81,669373,500032,,called_strike,3,R,L,0,1,6.55,14.32,0.43,2.06,-3.55,-129.63,-2.36,-0.03,20.0,32.11,91.9,2503,6.3,4-Seam Fastball,210,8,1,2,2,S,2020
FF,2020-04-01,95.9,-1.8,50.25,5.72,669373,500033,,swinging_strike,2,L,L,0,0,11.64,16.51,-0.09,1.94,-3.21,-121.09,6.48,-0.06,20.0,32.09,91.1,2270,6.3,4-Seam Fastball,193,8,2,2,0,S,2020
FF,2020-04-01,96.4,-1.89,50.23,5.92,669373,500034,,called_strike,14,R,L,2,1,7.19,17.18,0.98,2.74,-6.6,-144.36,-5.62,-0.03,20.0,32.09,91.6,2402,6.3,4-Seam Fastball,200,8,3,2,2,S,2020
FF,2020-04-01,96.4,-2.26,49.83,5.81,669373,500035,,foul,12,R,L,1,0,6.99,15.15,0.25,0.75,-4.28,-129.49,3.33,-0.03,20.0,32.1,91.6,2409,6.2,4-Seam Fastball,233,8,4,2,2,S,2020
FF,2020-04-01,94.0,-1.98,49.86,5.74,669373,500036,field_out,hit_into_play,13,L,L,1,1,9.9,15.84,-0.83,3.35,-4.38,-134.39,-3.73,-0.05,20.0,32.1,89.3,2283,6.4,4-Seam Fastball,198,8,5,2,2,X,2020
FF,2020-04-01,96.5,-2.1,49.54,5.81,669373,500037,,blocked_ball,8,L,L,1,0,4.85,14.03,-0.73,2.76,-0.97,-138.05,1.41,-0.02,20.0,32.11,91.7,2471,6.7,4-Seam Fastball,204,9,1,2,0,X,2020
SL,2020-04-01,83.2,-1.9,49.55,5.6,669373,500038,strikeout,swinging_strike,12,L,L,1,2,1.4,5.8,-1.54,2.82,-0.73,-129.86,-4.61,-0.01,20.0,32.15,79.0,2708,5.9,Slider,92,9,2,2,1,S,2020
SL,2020-04-01,87.5,-2.23,49.94,5.91,669373,500039,,blocked_ball,1,L,L,1,1,0.73,3.71,-0.21,3.21,5.6,-107.78,8.8,-0.0,20.0,32.16,83.1,2661,6.2,Slider,75,10,1,2,2,X,2020
FF,2020-04-01,96.7,-1.96,49.8,5.93,669373,500040,,foul,4,R,L,0,1,6.56,15.96,-0.47,2.53,8.17,-131.41,-2.56,-0.03,20.0,32.1,91.9,2363,6.3,4-Seam Fastball,204,10,2,2,0,S,2020
FF,2020-04-01,95.4,-1.69,49.95,5.81,669373,500041,,ball,9,L,L,2,0,6.77,17.32,-0.32,2.9,2.09,-119.43,-1.24,-0.03,20.0,32.09,90.7,2333,6.2,4-Seam Fastball,194,10,3,2,0,B,2020
SL,2020-04-01,87.1,-2.1,50.13,5.65,669373,500042,home_run,hit_into_play,9,R,L,3,1,2.62,4.06,0.25,2.45,-1.31,-144.87,-1.83,-0.01,20.0,32.15,82.8,2441,6.5,Slider,88,10,4,2,1,X,2020
SL,2020-04-01,85.1,-2.13,50.48,5.76,669373,500043,,foul_tip,11,L,L,3,0,1.31,2.78,-0.87,3.59,0.18,-152.38,-1.43,-0.01,20.0,32.16,80.8,2577,6.2,Slider,81,11,1,2,1,S,2020
SL,2020-04-01,85.2,-2.11,49.6,5.52,669373,500044,,ball,7,L,L,2,1,-0.05,4.55,0.18,2.26,-6.7,-126.91,-5.79,0.0,20.0,32.15,80.9,2713,6.2,Slider,60,11,2,2,0,B,2020
FF,2020-04-01,96.1,-2.08,49.8,5.66,669373,500045,,ball,11,R,L,1,2,7.05,15.79,-2.13,2.59,-0.69,-137.6,3.69,-0.03,20.0,32.1,91.3,2408,5.8,4-Seam Fastball,211,11,3,2,1,B,2020
SL,2020-04-01,86.3,-1.98,49.91,5.64,669373,500046,,ball,12,R,L,2,2,1.4,2.23,-1.16,2.68,3.42,-127.8,-6.74,-0.01,20.0,32.16,81.9,2822,6.4,Slider,94,11,4,2,2,B,2020
FF,2020-04-01,95.0,-1.94,49.48,5.82,669373,500047,,ball,11,R,L,1,1,6.36,17.05,1.06,2.21,2.53,-131.31,3.52,-0.03,20.0,32.09,90.3,2432,5.8,4-Seam Fastball,208,11,5,2,0,B,2020
SL,2020-04-01,86.8,-1.85,49.71,5.84,669373,500048,field_out,hit_into_play,14,R,L,2,1,1.23,3.91,-1.67,2.55,-4.65,-119.51,8.06,-0.01,20.0,32.16,82.5,2471,5.9,Slider,82,11,6,2,0,X,2020
FF,2020-04-01,95.8,-2.25,50.09,5.82,669373,500049,,foul,5,R,L,2,1,7.15,17.93,0.66,2.74,-1.97,-115.25,-4.97,-0.03,20.0,32.09,91.0,2325,5.9,4-Seam Fastball,210,12,1,2,0,S,2020
SL,2020-04-01,85.4,-1.93,49.72,5.76,669373,500050,,called_strike,12,R,L,0,2,-0.04,5.51,1.71,3.16,-8.32,-139.53,-1.44,0.0,20.0,32.15,81.1,2718,6.4,Slider,58,12,2,2,1,S,2020
SL,2020-04-01,87.6,-2.02,50.29,5.9,669373,500051,field_out,hit_into_play,8,L,L,2,0,3.24,3.42,0.43,2.49,-1.44,-130.16,6.87,-0.02,20.0,32.16,83.3,2642,6.2,Slider,92,12,3,2,2,X,2020
SL,2020-04-01,85.9,-2.21,50.26,5.65,669373,500052,field_out,hit_into_play,12,L,L,1,1,0.58,0.83,1.51,2.82,-6.09,-123.62,-1.75,-0.0,20.0,32.17,81.6,2596,6.2,Slider,60,13,1,3,0,X,2020
FF,2020-04-01,93.4,-1.8,49.4,5.89,669373,500053,,called_strike,11,L,L,2,1,6.19,15.89,-0.83,2.53,4.29,-130.04,-6.44,-0.03,20.0,32.1,88.7,2532,6.1,4-Seam Fastball,207,14,1,3,0,S,2020
FF,2020-04-01,97.0,-1.82,49.73,5.89,669373,500054,,foul,13,L,L,1,1,4.56,14.4,1.76,1.96,-6.84,-123.7,2.29,-0.02,20.0,32.1,92.1,2563,6.3,4-Seam Fastball,215,14,2,3,0,S,2020
FF,2020-04-01,98.5,-2.0,50.02,5.78,669373,500055,,blocked_ball,5,R,L,3,1,5.96,15.65,0.03,2.96,0.29,-111.99,6.52,-0.03,20.0,32.1,93.5,2388,6.2,4-Seam Fastball,223,14,3,3,0,X,2020
SL,2020-04-01,85.5,-1.93,49.84,5.9,669373,500056,,foul,14,L,L,1,1,2.89,3.28,1.28,3.6,7.7,-138.74,1.54,-0.01,20.0,32.16,81.2,2601,6.1,Slider,82,14,4,3,2,S,2020
SL,2020-04-01,87.7,-1.95,50.22,5.78,669373,500057,,called_strike,12,L,L,1,2,1.92,3.19,0.56,1.35,1.25,-128.23,-2.74,-0.01,20.0,32.16,83.3,2362,6.1,Slider,67,14,5,3,0,S,2020
SL,2020-04-01,89.0,-2.07,50.63,5.71,669373,500058,grounded_into_double_play,hit_into_play,5,R,L,1,1,1.57,2.09,0.17,3.27,0.7,-131.18,-1.71,-0.01,20.0,32.16,84.6,2746,6.3,Slider,80,14,6,3,0,X,2020
FF,2020-04-01,96.8,-2.24,49.96,5.82,669373,500059,,foul,1,R,L,2,0,2.01,12.79,0.06,3.25,4.27,-128.84,1.35,-0.01,20.0,32.11,92.0,2367,6.6,4-Seam Fastball,230,15,1,3,1,S,2020
FF,2020-04-01,95.6,-2.21,49.91,5.87,669373,500060,,called_strike,6,L,L,0,1,8.18,16.11,0.71,1.73,-2.72,-128.68,3.7,-0.04,20.0,32.1,90.8,2252,6.3,4-Seam Fastball,193,15,2,3,2,S,2020
SL,2020-04-01,84.2,-2.05,50.28,5.72,669373,500061,,called_strike,11,R,L,2,2,2.46,3.2,1.38,2.55,2.71,-147.22,3.87,-0.01,20.0,32.16,80.0,2730,6.1,Slider,88,15,3,3,2,S,2020
FF,2020-04-01,96.4,-2.4,50.49,5.91,669373,500062,,called_strike,3,L,L,2,0,4.74,13.04,0.62,1.75,3.41,-126.04,0.01,-0.02,20.0,32.11,91.5,2398,5.8,4-Seam Fastball,176,15,4,3,2,S,2020
FF,2020-04-01,95.5,-2.1,50.08,5.69,669373,500063,,called_strike,8,R,L,2,0,9.86,17.43,0.18,2.37,13.43,-137.85,-6.28,-0.05,20.0,32.09,90.8,2392,6.0,4-Seam Fastball,202,15,5,3,0,S,2020
SL,2020-04-01,85.5,-1.75,50.2,5.76,669373,500064,field_out,hit_into_play,9,R,L,2,0,0.3,3.34,0.0,3.21,-3.26,-120.96,2.19,-0.0,20.0,32.16,81.2,2607,6.0,Slider,69,15,6,3,2,X,2020
SL,2020-04-01,84.0,-1.91,49.9,5.77,669373,500065,,ball,1,L,L,0,0,3.17,3.13,-0.39,2.2,-6.7,-139.21,-0.12,-0.02,20.0,32.16,79.8,2688,6.8,Slider,74,16,1,3,2,B,2020
FF,2020-04-01,98.0,-2.22,49.91,5.85,669373,500066,,ball,4,R,L,2,0,7.12,14.85,0.56,3.44,-10.8,-116.91,-1.74,-0.03,20.0,32.1,93.1,2344,5.9,4-Seam Fastball,210,16,2,3,2,B,2020
SL,2020-04-01,87.7,-1.7,49.9,5.69,669373,500067,,foul,12,L,L,1,1,0.21,1.61,0.85,2.57,-4.02,-122.39,-0.81,-0.0,20.0,32.17,83.3,2678,6.4,Slider,91,16,3,3,1,S,2020
SL,2020-04-01,82.5,-2.15,50.15,5.54,669373,500068,,ball,14,L,L,1,0,-1.58,3.73,0.34,0.99,-5.46,-127.9,2.67,0.01,20.0,32.16,78.3,2527,6.3,Slider,59,16,4,3,2,B,2020
CH,2020-04-01,88.7,-1.84,50.48,5.8,669373,500069,,ball,4,L,L,0,1,11.92,6.51,0.26,3.1,-3.43,-130.64,-4.62,-0.06,20.0,32.14,84.3,1549,6.1,Changeup,238,16,5,3,2,B,2020
SL,2020-04-01,88.1,-2.03,49.95,5.67,669373,500070,field_out,hit_into_play,1,R,L,0,2,0.7,0.92,0.2,2.45,-1.12,-141.73,-0.32,-0.0,20.0,32.17,83.7,2542,6.2,Slider,73,16,6,3,0,X,2020
SL,2020-04-01,83.3,-2.17,49.98,5.68,669373,500071,,foul,11,L,L,3,0,5.4,3.02,1.07,2.27,-0.95,-120.59,-10.08,-0.03,20.0,32.16,79.2,2616,6.4,Slider,51,17,1,3,0,S,2020
FF,2020-04-01,95.0,-2.19,49.73,5.85,669373,500072,,called_strike,13,L,L,3,0,5.03,15.92,-0.09,3.61,-9.75,-135.34,3.94,-0.02,20.0,32.1,90.3,2537,6.2,4-Seam Fastball,200,17,2,3,0,S,2020
SL,2020-04-01,84.6,-1.87,50.03,5.63,669373,500073,,ball,4,R,L,1,1,1.31,3.64,0.57,2.69,4.02,-106.76,3.96,-0.01,20.0,32.16,80.4,2788,6.2,Slider,27,17,3,3,0,B,2020
FF,2020-04-01,96.5,-2.01,49.74,5.89,669373,500074,,ball,12,L,L,0,1,9.38,13.38,1.32,2.5,3.59,-130.73,10.23,-0.05,20.0,32.11,91.7,2449,5.9,4-Seam Fastball,193,17,4,3,0,B,2020
SL,2020-04-01,86.8,-1.95,50.16,5.64,669373,500075,field_out,hit_into_play,8,L,L,2,1,2.94,3.28,0.21,1.71,-2.04,-119.72,5.49,-0.01,20.0,32.16,82.4,2725,6.3,Slider,87,17,5,3,1,X,2020
FF,2020-04-01,95.8,-2.1,50.28,5.93,669373,500076,field_out,hit_into_play,1,R,L,0,0,4.78,15.53,0.07,2.63,-2.46,-123.57,-8.02,-0.02,20.0,32.1,91.0,2347,6.1,4-Seam Fastball,211,18,1,3,0,X,2020
SL,2020-04-01,84.6,-2.1,50.3,5.56,669373,500077,,ball,14,L,L,0,2,0.2,5.01,-1.36,4.13,-6.61,-138.08,-2.96,-0.0,20.0,32.15,80.4,2756,6.3,Slider,91,19,1,4,1,B,2020
FF,2020-04-01,97.0,-2.43,49.99,5.68,669373,500078,,ball,7,L,L,2,1,7.3,18.05,0.83,2.33,4.58,-142.71,-8.01,-0.04,20.0,32.09,92.1,2462,6.4,4-Seam Fastball,194,19,2,4,0,B,2020
FF,2020-04-01,97.0,-1.83,49.5,5.94,669373,500079,field_out,hit_into_play,12,L,L,0,0,5.24,16.87,0.54,3.62,4.96,-118.46,3.9,-0.03,20.0,32.09,92.2,2409,6.1,4-Seam Fastball,225,19,3,4,2,X,2020
SL,2020-04-01,87.3,-1.75,49.99,5.59,669373,500080,,foul,7,R,L,2,1,3.3,2.48,-0.8,2.66,4.7,-132.82,-17.08,-0.02,20.0,32.16,82.9,2723,6.4,Slider,99,20,1,4,2,S,2020
SL,2020-04-01,86.7,-2.02,49.83,5.63,669373,500081,,swinging_strike,13,R,L,0,1,3.49,2.93,-0.96,1.8,5.82,-134.96,0.14,-0.02,20.0,32.16,82.4,2699,6.3,Slider,78,20,2,4,1,S,2020
SL,2020-04-01,83.1,-1.95,50.37,5.66,669373,500082,,foul,1,L,L,2,1,-1.21,2.6,0.11,3.23,5.77,-127.33,-5.48,0.01,20.0,32.16,79.0,2800,6.0,Slider,88,20,3,4,1,S,2020
SL,2020-04-01,86.2,-2.14,49.89,5.49,669373,500083,,foul,9,L,L,1,0,1.94,4.12,0.02,2.65,-2.93,-118.19,-4.95,-0.01,20.0,32.15,81.9,2595,6.3,Slider,84,20,4,4,0,S,2020
SL,2020-04-01,84.9,-1.72,50.05,5.66,669373,500084,,swinging_strike,9,R,L,1,1,1.35,2.79,0.08,2.97,-3.39,-128.04,-1.33,-0.01,20.0,32.16,80.6,2839,5.9,Slider,71,20,5,4,2,S,2020
SL,2020-04-01,86.5,-2.02,50.05,5.82,669373,500085,,swinging_strike,11,L,L,0,0,0.66,0.15,-0.32,3.91,-0.91,-130.02,-3.97,-0.0,20.0,32.17,82.1,2570,6.4,Slider,75,20,6,4,2,S,2020
FF,2020-04-01,95.0,-2.33,49.97,5.74,669373,500086,,ball,1,R,L,2,2,7.82,15.45,0.75,3.38,9.09,-132.66,-7.43,-0.04,20.0,32.1,90.2,2313,6.2,4-Seam Fastball,210,20,7,4,0,B,2020
FF,2020-04-01,95.7,-1.96,50.23,5.93,669373,500087,triple,hit_into_play,11,R,L,0,1,6.92,16.63,-1.48,2.04,-2.75,-129.76,-0.16,-0.03,20.0,32.09,90.9,2511,6.1,4-Seam Fastball,243,20,8,4,1,X,2020
FF,2020-04-01,95.6,-2.24,50.07,5.75,669373,500088,,ball,7,L,L,0,1,7.47,15.25,0.28,1.91,11.06,-120.75,-3.91,-0.04,20.0,32.1,90.8,2377,6.3,4-Seam Fastball,195,21,1,4,1,B,2020
FF,2020-04-01,95.5,-2.19,49.92,5.72,669373,500089,,ball,12,R,L,0,2,7.55,15.21,2.13,2.09,-8.55,-129.8,10.94,-0.04,20.0,32.1,90.7,2557,6.2,4-Seam Fastball,203,21,2,4,1,B,2020
FF,2020-04-06,94.0,-1.9,50.1,5.82,669373,500090,,ball,2,L,L,2,0,2.19,17.74,-0.25,2.36,2.08,-118.41,5.15,-0.01,20.0,32.09,89.3,2278,6.2,4-Seam Fastball,192,21,3,4,2,B,2020
FF,2020-04-06,96.6,-1.88,50.09,5.69,669373,500091,,called_strike,13,R,L,0,2,7.11,13.85,-0.84,1.61,-8.4,-125.52,-2.49,-0.03,20.0,32.11,91.7,2452,6.4,4-Seam Fastball,210,21,4,4,0,S,2020
FF,2020-04-06,93.0,-2.17,50.67,5.96,669373,500092,field_out,hit_into_play,6,R,L,0,0,4.1,18.35,0.48,2.63,-7.52,-133.67,7.16,-0.02,20.0,32.09,88.3,2518,6.1,4-Seam Fastball,210,21,5,4,1,X,2020
FF,2020-04-06,98.1,-1.92,49.92,5.85,669373,500093,,ball,6,L,L,1,0,7.82,16.5,-0.09,2.49,3.24,-132.86,6.6,-0.04,20.0,32.09,93.2,2478,6.0,4-Seam Fastball,179,22,1,4,2,B,2020
FF,2020-04-06,97.0,-2.05,50.35,5.69,669373,500094,,ball,4,L,L,1,0,5.52,16.31,-0.11,2.97,-0.52,-138.15,1.66,-0.03,20.0,32.1,92.2,2364,6.0,4-Seam Fastball,238,22,2,4,2,B,2020
FF,2020-04-06,97.0,-2.29,50.21,5.74,669373,500095,,ball,6,L,L,2,1,7.34,14.82,-0.32,2.61,-2.97,-131.83,11.57,-0.04,20.0,32.1,92.2,2460,6.0,4-Seam Fastball,203,22,3,4,2,B,2020
SL,2020-04-06,86.6,-1.81,50.12,5.83,669373,500096,,foul,11,R,L,3,2,4.85,1.85,1.07,2.72,-3.64,-116.2,-7.38,-0.02,20.0,32.17,82.3,2734,6.0,Slider,104,22,4,4,2,S,2020
FF,2020-04-06,98.0,-2.03,49.82,5.84,669373,500097,,called_strike,11,L,L,0,0,4.05,14.8,-1.14,1.65,-5.85,-139.24,4.55,-0.02,20.0,32.1,93.1,2363,5.9,4-Seam Fastball,218,22,5,4,1,S,2020
SL,2020-04-06,84.7,-1.95,50.21,5.71,669373,500098,,ball,1,L,L,2,1,2.09,2.36,0.06,1.87,6.41,-123.58,-11.73,-0.01,20.0,32.16,80.5,2596,6.4,Slider,76,22,6,4,1,B,2020
FF,2020-04-06,97.5,-1.86,50.39,5.68,669373,500099,field_out,hit_into_play,14,L,L,0,0,5.83,13.6,1.04,1.9,-4.2,-119.05,3.59,-0.03,20.0,32.11,92.6,2454,6.3,4-Seam Fastball,210,22,7,4,0,X,2020
SL,2020-04-06,88.6,-2.32,49.74,5.81,669373,500000,,called_strike,11,R,L,2,0,1.05,0.8,-0.53,1.16,-1.81,-131.05,-10.1,-0.01,20.0,32.17,84.2,2527,6.1,Slider,100,23,1,4,1,S,2020
SL,2020-04-06,87.1,-2.04,50.37,5.56,669373,500001,,ball,14,R,L,2,0,2.05,3.66,-2.35,2.06,-6.91,-135.72,-8.79,-0.01,20.0,32.16,82.7,2666,6.0,Slider,72,23,2,4,0,B,2020
FF,2020-04-06,98.6,-1.87,50.23,5.8,669373,500002,strikeout,swinging_strike,11,R,L,0,2,5.55,15.21,1.01,3.07,8.09,-140.58,-3.19,-0.03,20.0,32.1,93.6,2209,6.2,4-Seam Fastball,207,23,3,4,2,S,2020
SL,2020-04-06,83.1,-1.95,49.93,5.7,669373,500003,,ball,12,R,L,0,0,1.25,4.28,-0.89,3.47,-7.61,-133.95,-6.27,-0.01,20.0,32.15,79.0,2735,5.9,Slider,83,24,1,4,0,B,2020
FF,2020-04-06,96.6,-2.1,49.88,5.84,669373,500004,,ball,13,R,L,0,2,1.71,16.88,0.94,2.49,-1.54,-116.8,-1.44,-0.01,20.0,32.09,91.8,2323,6.4,4-Seam Fastball,218,24,2,4,0,B,2020
SL,2020-04-06,84.4,-2.09,49.91,5.58,669373,500005,,foul,12,R,L,1,0,0.3,3.92,1.23,2.71,1.97,-131.54,3.49,-0.0,20.0,32.16,80.2,2712,6.1,Slider,86,24,3,4,0,S,2020
SL,2020-04-06,88.4,-1.87,50.17,5.81,669373,500006,,swinging_strike,9,R,L,0,0,-0.54,1.5,-0.7,1.67,-0.2,-115.69,-0.22,0.0,20.0,32.17,84.0,2576,6.5,Slider,59,24,4,4,0,S,2020
SL,2020-04-06,87.9,-2.01,50.33,5.74,669373,500007,,ball,1,R,L,1,0,2.36,3.37,0.66,3.13,-3.1,-130.48,6.1,-0.01,20.0,32.16,83.5,2659,6.2,Slider,66,24,5,4,2,B,2020
